R_IDTOTS_C,R_ID_C,R_EXPEDIENT_C,R_EMPRESA_C,R_ESTADO_FC,R_PROVEEDOR_C,R_FECHA_EMISION_C,R_NUMERO_CP,R_NUMERO_CA,R_NUMERO_CF,R_IMPORTE_C,R_ACUMULADO_C,R_FECHA_ENTREGA,Expediente,Empresa,Data entrega,Estat entrega,A_IDTOTS_CP,A_CLAU_UNICA_CP,A_ID_CP,A_EXPEDIENT_CP,A_EMPRESA_CP,A_REF_ODOO_CP,A_FECHA_ALTA_ODOO_CP,A_NUMERO_CP,A_FECHA_EMISION_CP,A_PROVEEDOR_CP,A_IMPORTE_CP,A_ACUMULADO_CP,A_ESTADO_CP,A_ESTADO_FACTURACION_CP,_merge
199,3,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-10-29,540108,8,2025/00008,3649.36,14326.4,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,198,6428-C-C/00006,4,6428,ADG32 6428 ABOUBAL SL,C-C/00006,2025-10-29,540108,2025-10-29,ALUBIX SL,3649.36,18505.74,Pedido de compra,Totalmente facturado,both
200,4,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-10-29,540109,6,2025/00004,4179.34,18505.74,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,197,6428-C-C/00005,3,6428,ADG32 6428 ABOUBAL SL,C-C/00005,2025-10-29,540109,2025-10-29,ROCALLA SA,4179.34,14856.38,Pedido de compra,Totalmente facturado,both
201,5,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-11-05,542319,10,2025/00010,4143.04,22648.78,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,200,6428-C-C/00008,6,6428,ADG32 6428 ABOUBAL SL,C-C/00008,2025-11-05,542319,2025-11-05,ALUBIX SL,4143.04,26583.7,Pedido de compra,Totalmente facturado,both
202,6,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-11-05,542322,8,2025/00005,3934.92,26583.7,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,199,6428-C-C/00007,5,6428,ADG32 6428 ABOUBAL SL,C-C/00007,2025-11-05,542322,2025-11-05,ROCALLA SA,3934.92,22440.66,Pedido de compra,Totalmente facturado,both
203,7,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-11-12,545025,11,2025/00015,3683.24,30266.94,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,201,6428-C-C/00009,7,6428,ADG32 6428 ABOUBAL SL,C-C/00009,2025-11-12,545025,2025-11-12,ALUBIX SL,3683.24,30266.94,Pedido de compra,Totalmente facturado,both
204,8,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-11-12,545027,11,2025/00010,3932.5,34199.44,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,202,6428-C-C/00010,8,6428,ADG32 6428 ABOUBAL SL,C-C/00010,2025-11-12,545027,2025-11-12,ROCALLA SA,3932.5,34199.44,Pedido de compra,Totalmente facturado,both
205,9,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-11-19,547912,16,2025/00016,4404.4,38603.84,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,203,6428-C-C/00011,9,6428,ADG32 6428 ABOUBAL SL,C-C/00011,2025-11-19,547912,2025-11-19,ALUBIX SL,4404.4,38603.84,Pedido de compra,Totalmente facturado,both
206,10,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-11-19,547914,14,2025/00013,4302.76,42906.6,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,204,6428-C-C/00012,10,6428,ADG32 6428 ABOUBAL SL,C-C/00012,2025-11-19,547914,2025-11-19,ROCALLA SA,4302.76,42906.6,Pedido de compra,Totalmente facturado,both
207,11,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-11-26,551342,17,2025/00021,3988.16,46894.76,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,206,6428-C-C/00014,12,6428,ADG32 6428 ABOUBAL SL,C-C/00014,2025-11-26,551342,2025-11-26,ALUBIX SL,3988.16,51110.4,Pedido de compra,Totalmente facturado,both
208,12,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-11-26,551345,19,2025/00015,4215.64,51110.4,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,205,6428-C-C/00013,11,6428,ADG32 6428 ABOUBAL SL,C-C/00013,2025-11-26,551345,2025-11-26,ROCALLA SA,4215.64,47122.24,Pedido de compra,Totalmente facturado,both
209,13,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-12-03,554308,20,2025/00026,3891.36,55001.76,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,207,6428-C-C/00015,13,6428,ADG32 6428 ABOUBAL SL,C-C/00015,2025-12-03,554308,2025-12-03,ALUBIX SL,3891.36,55001.76,Pedido de compra,Totalmente facturado,both
210,14,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-12-03,554312,21,2025/00018,3978.48,58980.24,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,208,6428-C-C/00016,14,6428,ADG32 6428 ABOUBAL SL,C-C/00016,2025-12-03,554312,2025-12-03,ROCALLA SA,3978.48,58980.24,Pedido de compra,Totalmente facturado,both
211,15,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-12-10,556977,25,2025/00030,3417.04,62397.28,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,209,6428-C-C/00017,15,6428,ADG32 6428 ABOUBAL SL,C-C/00017,2025-12-10,556977,2025-12-10,ALUBIX SL,3417.04,62397.28,Pedido de compra,Totalmente facturado,both
212,16,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-12-10,556981,24,2025/00020,4164.82,66562.1,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,210,6428-C-C/00018,16,6428,ADG32 6428 ABOUBAL SL,C-C/00018,2025-12-10,556981,2025-12-10,ROCALLA SA,4164.82,66562.1,Pedido de compra,Totalmente facturado,both
213,17,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-12-18,561157,28,2025/00031,3707.44,70269.54,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,211,6428-C-C/00019,17,6428,ADG32 6428 ABOUBAL SL,C-C/00019,2025-12-18,561157,2025-12-18,ALUBIX SL,3707.44,70269.54,Pedido de compra,Facturas en espera,both
214,18,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-12-18,561158,28,2025/00025,3724.38,73993.92,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,212,6428-C-C/00020,18,6428,ADG32 6428 ABOUBAL SL,C-C/00020,2025-12-18,561158,2025-12-18,ROCALLA SA,3724.38,73993.92,Pedido de compra,Facturas en espera,both
215,19,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-12-30,561714,31,2025/00034,164.56,74158.48,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,213,6428-C-C/00021,19,6428,ADG32 6428 ABOUBAL SL,C-C/00021,2025-12-30,561714,2025-12-30,ALUBIX SL,164.56,74158.48,Pedido de compra,Facturas en espera,both
216,20,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-12-30,561715,31,2025/00029,162.14,74320.62,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,214,6428-C-C/00022,20,6428,ADG32 6428 ABOUBAL SL,C-C/00022,2025-12-30,561715,2025-12-30,ROCALLA SA,162.14,74320.62,Pedido de compra,Facturas en espera,both
217,1,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-10-17,535281,1,2025/00004,1287.44,1287.44,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,215,6431-C-C/00001,1,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00001,2025-10-17,535281,2025-10-17,ALUBIX SL,1287.44,1287.44,Pedido de compra,Totalmente facturado,both
218,2,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-10-17,535298,5,2025/00005,1345.52,2632.96,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,216,6431-C-C/00002,2,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00002,2025-10-17,535298,2025-10-17,ROCALLA SA,1345.52,2632.96,Pedido de compra,Totalmente facturado,both
219,3,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-10-22,537124,2,2025/00006,3165.36,5798.32,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,217,6431-C-C/00003,3,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00003,2025-10-22,537124,2025-10-22,ALUBIX SL,3165.36,5798.32,Pedido de compra,Totalmente facturado,both
220,4,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-10-22,537125,9,2025/00008,4019.62,9817.94,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,218,6431-C-C/00004,4,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00004,2025-10-22,537125,2025-10-22,ROCALLA SA,4019.62,9817.94,Pedido de compra,Totalmente facturado,both
221,5,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-10-29,540066,4,2025/00009,3472.7,13290.64,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,219,6431-C-C/00005,5,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00005,2025-10-29,540066,2025-10-29,ALUBIX SL,3472.7,13290.64,Pedido de compra,Totalmente facturado,both
222,6,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-10-29,540076,11,2025/00010,3726.8,17017.44,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,220,6431-C-C/00006,6,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00006,2025-10-29,540076,2025-10-29,ROCALLA SA,3726.8,17017.44,Pedido de compra,Totalmente facturado,both
223,7,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-11-05,542287,9,2025/00012,3661.46,20678.9,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,221,6431-C-C/00007,7,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00007,2025-11-05,542287,2025-11-05,ALUBIX SL,3661.46,20678.9,Pedido de compra,Totalmente facturado,both
224,8,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-11-05,542291,14,2025/00014,4048.66,24727.56,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,222,6431-C-C/00008,8,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00008,2025-11-05,542291,2025-11-05,ROCALLA SA,4048.66,24727.56,Pedido de compra,Totalmente facturado,both
225,9,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-11-12,545024,11,2025/00015,3552.56,28280.12,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,223,6431-C-C/00009,9,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00009,2025-11-12,545024,2025-11-12,ALUBIX SL,3552.56,28280.12,Pedido de compra,Totalmente facturado,both
226,10,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-11-12,545028,16,2025/00019,4135.78,32415.9,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,224,6431-C-C/00010,10,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00010,2025-11-12,545028,2025-11-12,ROCALLA SA,4135.78,32415.9,Pedido de compra,Totalmente facturado,both
227,11,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-11-19,547870,14,2025/00018,4034.14,36450.04,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,225,6431-C-C/00011,11,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00011,2025-11-19,547870,2025-11-19,ALUBIX SL,4034.14,36450.04,Pedido de compra,Totalmente facturado,both
228,12,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-11-19,547872,19,2025/00021,4075.28,40525.32,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,226,6431-C-C/00012,12,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00012,2025-11-19,547872,2025-11-19,ROCALLA SA,4075.28,40525.32,Pedido de compra,Totalmente facturado,both
229,13,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-11-26,551231,18,2025/00021,3467.86,43993.18,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,227,6431-C-C/00013,13,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00013,2025-11-26,551231,2025-11-26,ALUBIX SL,3467.86,43993.18,Pedido de compra,Totalmente facturado,both
230,14,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-11-26,551234,23,2025/00025,4285.82,0.0,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,228,6431-C-C/00014,14,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00014,2025-11-26,551234,2025-11-26,ROCALLA SA,4285.82,48279.0,Pedido de compra,Totalmente facturado,both
231,15,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-12-03,554328,19,2025/00026,4164.82,52443.82,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,229,6431-C-C/00015,15,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00015,2025-12-03,554328,2025-12-03,ALUBIX SL,4164.82,52443.82,Pedido de compra,Totalmente facturado,both
232,16,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-12-03,554329,25,2025/00029,4456.43,56900.25,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,230,6431-C-C/00016,16,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00016,2025-12-03,554329,2025-12-03,ROCALLA SA,4456.43,56900.25,Pedido de compra,Totalmente facturado,both
233,17,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-12-10,556835,23,2025/00031,3930.08,60830.33,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,231,6431-C-C/00017,17,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00017,2025-12-10,556835,2025-12-10,ALUBIX SL,3930.08,60830.33,Pedido de compra,Totalmente facturado,both
234,18,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-12-10,556837,29,2025/00031,4622.2,65452.53,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,232,6431-C-C/00018,18,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00018,2025-12-10,556837,2025-12-10,ROCALLA SA,4622.2,65452.53,Pedido de compra,Totalmente facturado,both
235,19,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-12-17,560996,24,2025/00034,3598.54,69051.07,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,233,6431-C-C/00019,19,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00019,2025-12-17,560996,2025-12-17,ALUBIX SL,3598.54,69051.07,Pedido de compra,Totalmente facturado,both
236,20,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-12-17,560997,32,2025/00032,4277.35,73328.42,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,234,6431-C-C/00020,20,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00020,2025-12-17,560997,2025-12-17,ROCALLA SA,4277.35,73328.42,Pedido de compra,Totalmente facturado,both
237,21,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-12-29,561700,26,2025/00035,162.14,73490.56,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,235,6431-C-C/00021,21,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00021,2025-12-29,561700,2025-12-29,ALUBIX SL,162.14,73490.56,Pedido de compra,Facturas en espera,both
238,22,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-12-29,561702,33,2025/00036,179.08,73669.64,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,236,6431-C-C/00022,22,6431,ADG32 6431 GZOUGGAGHI SL,C-C/00022,2025-12-29,561702,2025-12-29,ROCALLA SA,179.08,73669.64,Pedido de compra,Facturas en espera,both
279,1,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-10-17,535287,3,2025/00004,1280.18,1280.18,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,238,6702-C-C/00002,2,6702,ADG32 6702 NFORNES SL,C-C/00002,2025-10-17,535287,2025-10-17,ALUBIX SL,1280.18,2158.64,Pedido de compra,Totalmente facturado,both
280,2,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-10-17,535310,2,2025/00004,878.46,2158.64,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,237,6702-C-C/00001,1,6702,ADG32 6702 NFORNES SL,C-C/00001,2025-10-17,535310,2025-10-17,ROCALLA SA,878.46,878.46,Pedido de compra,Totalmente facturado,both
281,3,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-10-22,537161,8,2025/00008,4735.94,6894.58,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,239,6702-C-C/00003,3,6702,ADG32 6702 NFORNES SL,C-C/00003,2025-10-22,537161,2025-10-22,ALUBIX SL,4735.94,6894.58,Pedido de compra,Totalmente facturado,both
282,4,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-10-22,537418,7,2025/00008,3204.08,10098.66,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,240,6702-C-C/00004,4,6702,ADG32 6702 NFORNES SL,C-C/00004,2025-10-22,537418,2025-10-22,ROCALLA SA,3204.08,10098.66,Pedido de compra,Totalmente facturado,both
283,5,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-10-29,540080,9,2025/00009,4460.06,14558.72,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,242,6702-C-C/00006,6,6702,ADG32 6702 NFORNES SL,C-C/00006,2025-10-29,540080,2025-10-29,ALUBIX SL,4460.06,17859.6,Pedido de compra,Totalmente facturado,both
284,6,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-10-29,540090,10,2025/00009,3300.88,17859.6,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,241,6702-C-C/00005,5,6702,ADG32 6702 NFORNES SL,C-C/00005,2025-10-29,540090,2025-10-29,ROCALLA SA,3300.88,13399.54,Pedido de compra,Totalmente facturado,both
285,7,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-11-05,542316,10,2025/00013,4256.78,22116.38,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,244,6702-C-C/00008,8,6702,ADG32 6702 NFORNES SL,C-C/00008,2025-11-05,542316,2025-11-05,ALUBIX SL,4256.78,25131.7,Pedido de compra,Totalmente facturado,both
286,8,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-11-05,542328,13,2025/00014,3015.32,25131.7,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,243,6702-C-C/00007,7,6702,ADG32 6702 NFORNES SL,C-C/00007,2025-11-05,542328,2025-11-05,ROCALLA SA,3015.32,20874.92,Pedido de compra,Totalmente facturado,both
287,9,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-11-12,545004,12,2025/00016,4455.22,29586.92,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,246,6702-C-C/00010,10,6702,ADG32 6702 NFORNES SL,C-C/00010,2025-11-12,545004,2025-11-12,ALUBIX SL,4455.22,32904.74,Pedido de compra,Totalmente facturado,both
288,10,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-11-12,545005,16,2025/00015,3317.82,32904.74,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,245,6702-C-C/00009,9,6702,ADG32 6702 NFORNES SL,C-C/00009,2025-11-12,545005,2025-11-12,ROCALLA SA,3317.82,28449.52,Pedido de compra,Totalmente facturado,both
289,11,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-11-19,547939,14,2025/00020,4789.18,37693.92,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,247,6702-C-C/00011,11,6702,ADG32 6702 NFORNES SL,C-C/00011,2025-11-19,547939,2025-11-19,ALUBIX SL,4789.18,37693.92,Pedido de compra,Totalmente facturado,both
290,12,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-11-19,547941,18,2025/00019,3373.48,41067.4,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,248,6702-C-C/00012,12,6702,ADG32 6702 NFORNES SL,C-C/00012,2025-11-19,547941,2025-11-19,ROCALLA SA,3373.48,41067.4,Pedido de compra,Totalmente facturado,both
291,13,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-11-26,551277,15,2025/00021,4675.44,45742.84,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,249,6702-C-C/00017,13,6702,ADG32 6702 NFORNES SL,C-C/00017,2025-11-26,551277,2025-11-26,ALUBIX SL,4675.44,45742.84,Pedido de compra,Totalmente facturado,both
292,14,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-11-26,551281,21,2025/00024,3150.84,48893.68,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,250,6702-C-C/00018,14,6702,ADG32 6702 NFORNES SL,C-C/00018,2025-11-26,551281,2025-11-26,ROCALLA SA,3150.84,48893.68,Pedido de compra,Totalmente facturado,both
293,15,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-12-03,554367,23,2025/00026,3358.96,52252.64,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,252,6702-C-C/00020,16,6702,ADG32 6702 NFORNES SL,C-C/00020,2025-12-03,554367,2025-12-03,ROCALLA SA,3358.96,56867.58,Pedido de compra,Totalmente facturado,both
294,16,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-12-03,554370,20,2025/00022,4614.94,56867.58,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,251,6702-C-C/00019,15,6702,ADG32 6702 NFORNES SL,C-C/00019,2025-12-03,554370,2025-12-03,ALUBIX SL,4614.94,53508.62,Pedido de compra,Totalmente facturado,both
295,17,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-12-10,556810,21,2025/00023,5094.1,61961.68,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,253,6702-C-C/00021,17,6702,ADG32 6702 NFORNES SL,C-C/00021,2025-12-10,556810,2025-12-10,ALUBIX SL,5094.1,61961.68,Pedido de compra,Totalmente facturado,both
296,18,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-12-10,556819,26,2025/00028,3228.28,65189.96,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,254,6702-C-C/00022,18,6702,ADG32 6702 NFORNES SL,C-C/00022,2025-12-10,556819,2025-12-10,ROCALLA SA,3228.28,65189.96,Pedido de compra,Totalmente facturado,both
297,19,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-12-18,561110,22,2025/00027,4692.38,69882.34,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,255,6702-C-C/00023,19,6702,ADG32 6702 NFORNES SL,C-C/00023,2025-12-18,561110,2025-12-18,ALUBIX SL,4692.38,69882.34,Pedido de compra,Totalmente facturado,both
298,20,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-12-18,561111,31,2025/00033,0.0,73149.34,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,256,6702-C-C/00024,20,6702,ADG32 6702 NFORNES SL,C-C/00024,2025-12-18,561111,2025-12-18,ROCALLA SA,3267.0,73149.34,Pedido de compra,Totalmente facturado,both
299,1,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-10-17,535283,3,2025/00003,849.42,849.42,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,258,6706-C-C/00002,2,6706,ADG32 6706 NSUIYHI SL,C-C/00002,2025-10-17,535283,2025-10-17,ALUBIX SL,849.42,2432.1,Pedido de compra,Totalmente facturado,both
300,2,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-10-17,535302,2,2025/00002,1582.68,2432.1,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,257,6706-C-C/00001,1,6706,ADG32 6706 NSUIYHI SL,C-C/00001,2025-10-17,535302,2025-10-17,ROCALLA SA,1582.68,1582.68,Pedido de compra,Totalmente facturado,both
301,3,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-10-22,537118,8,2025/00006,3869.58,6301.68,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,260,6706-C-C/00004,4,6706,ADG32 6706 NSUIYHI SL,C-C/00004,2025-10-22,537118,2025-10-22,ALUBIX SL,3869.58,10766.58,Pedido de compra,Totalmente facturado,both
302,4,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-10-22,537121,7,2025/00004,4464.9,10766.58,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,259,6706-C-C/00003,3,6706,ADG32 6706 NSUIYHI SL,C-C/00003,2025-10-22,537121,2025-10-22,ROCALLA SA,4464.9,6897.0,Pedido de compra,Totalmente facturado,both
303,5,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-10-29,540081,10,2025/00009,3862.32,14628.9,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,261,6706-C-C/00005,5,6706,ADG32 6706 NSUIYHI SL,C-C/00005,2025-10-29,540081,2025-10-29,ALUBIX SL,3862.32,14628.9,Pedido de compra,Totalmente facturado,both
