R_IDTOTS_C,R_ID_C,R_EXPEDIENT_C,R_EMPRESA_C,R_ESTADO_FC,R_PROVEEDOR_C,R_FECHA_EMISION_C,R_NUMERO_CP,R_NUMERO_CA,R_NUMERO_CF,R_IMPORTE_C,R_ACUMULADO_C,R_FECHA_ENTREGA,Expediente,Empresa,Data entrega,Estat entrega,A_NUMERO_CP,A_CLAU_UNICA_CP,_merge_01,A_IDTOTS_CF,A_CLAU_UNICA_CF,A_ID_CF,A_EXPEDIENT_CF,A_EMPRESA_CF,A_REF_ODOO_CF,A_PROVEEDOR_CF,A_NUMERO_CF,A_FECHA_EMISION_CF,A_ORIGEN_CF,A_IMPORTE_CF,A_ACUMULADO_CF,A_ESTADO_PAGO_CF,_merge
202,6,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-11-05,542322,8,2025/00005,3934.92,26583.7,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,542322,6428-C-C/00007,both,192,6428-C-C/00007,5,6428,ADG32 6428 ABOUBAL SL,FC/2025/0005,ROCALLA SA,2025/00005,2025-11-05,C-C/00007,3934.92,22440.66,Pagada,both
203,7,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-11-12,545025,11,2025/00015,3683.24,30266.94,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,545025,6428-C-C/00009,both,194,6428-C-C/00009,7,6428,ADG32 6428 ABOUBAL SL,FC/2025/0007,ALUBIX SL,2025/00015,2025-11-12,C-C/00009,3683.24,30266.94,Pagada,both
204,8,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-11-12,545027,11,2025/00010,3932.5,34199.44,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,545027,6428-C-C/00010,both,195,6428-C-C/00010,8,6428,ADG32 6428 ABOUBAL SL,FC/2025/0008,ROCALLA SA,2025/00010,2025-11-12,C-C/00010,3932.5,34199.44,Pagada,both
205,9,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-11-19,547912,16,2025/00016,4404.4,38603.84,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,547912,6428-C-C/00011,both,196,6428-C-C/00011,9,6428,ADG32 6428 ABOUBAL SL,FC/2025/0017,ALUBIX SL,2025/00016,2025-11-19,C-C/00011,4404.4,38603.84,Pagada,both
206,10,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-11-19,547914,14,2025/00013,4302.76,42906.6,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,547914,6428-C-C/00012,both,197,6428-C-C/00012,10,6428,ADG32 6428 ABOUBAL SL,FC/2025/0018,ROCALLA SA,2025/00013,2025-11-19,C-C/00012,4302.76,42906.6,Pagada,both
207,11,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-11-26,551342,17,2025/00021,3988.16,46894.76,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,551342,6428-C-C/00014,both,199,6428-C-C/00014,12,6428,ADG32 6428 ABOUBAL SL,FC/2025/0020,ALUBIX SL,2025/00021,2025-11-26,C-C/00014,3988.16,51110.4,Publicado,both
208,12,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-11-26,551345,19,2025/00015,4215.64,51110.4,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,551345,6428-C-C/00013,both,198,6428-C-C/00013,11,6428,ADG32 6428 ABOUBAL SL,FC/2025/0019,ROCALLA SA,2025/00015,2025-11-26,C-C/00013,4215.64,47122.24,Publicado,both
209,13,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-12-03,554308,20,2025/00026,3891.36,55001.76,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,554308,6428-C-C/00015,both,200,6428-C-C/00015,13,6428,ADG32 6428 ABOUBAL SL,FC/2025/0023,ALUBIX SL,2025/00026,2025-12-03,C-C/00015,3891.36,55001.76,Publicado,both
210,14,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-12-03,554312,21,2025/00018,3978.48,58980.24,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,554312,6428-C-C/00016,both,201,6428-C-C/00016,14,6428,ADG32 6428 ABOUBAL SL,FC/2025/0024,ROCALLA SA,2025/00018,2025-12-03,C-C/00016,3978.48,58980.24,Publicado,both
211,15,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-12-10,556977,25,2025/00030,3417.04,62397.28,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,556977,6428-C-C/00017,both,202,6428-C-C/00017,15,6428,ADG32 6428 ABOUBAL SL,FC/2025/0039,ALUBIX SL,2025/00030,2025-12-10,C-C/00017,3417.04,62397.28,Publicado,both
212,16,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-12-10,556981,24,2025/00020,4164.82,66562.1,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,556981,6428-C-C/00018,both,203,6428-C-C/00018,16,6428,ADG32 6428 ABOUBAL SL,FC/2025/0040,ROCALLA SA,2025/00020,2025-12-10,C-C/00018,4164.82,66562.1,Publicado,both
213,17,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-12-18,561157,28,2025/00031,3707.44,70269.54,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,561157,6428-C-C/00019,both,,,,,,,,,,,,,,left_only
214,18,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-12-18,561158,28,2025/00025,3724.38,73993.92,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,561158,6428-C-C/00020,both,,,,,,,,,,,,,,left_only
215,19,6428,ADG32 6428 ABOUBAL SL,Pagada,ALUBIX SL,2025-12-30,561714,31,2025/00034,164.56,74158.48,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,561714,6428-C-C/00021,both,,,,,,,,,,,,,,left_only
216,20,6428,ADG32 6428 ABOUBAL SL,Pagada,ROCALLA SA,2025-12-30,561715,31,2025/00029,162.14,74320.62,2025-12-30,6428,ADG32 6428 ABOUBAL SL,2025-12-30,ENTREGADA,561715,6428-C-C/00022,both,,,,,,,,,,,,,,left_only
217,1,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-10-17,535281,1,2025/00004,1287.44,1287.44,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,535281,6431-C-C/00001,both,204,6431-C-C/00001,1,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0002,ALUBIX SL,2025/00004,2025-10-17,C-C/00001,1287.44,1287.44,Pagada,both
218,2,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-10-17,535298,5,2025/00005,1345.52,2632.96,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,535298,6431-C-C/00002,both,205,6431-C-C/00002,2,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0001,ROCALLA SA,2025/00005,2025-10-17,C-C/00002,1345.52,2632.96,Pagada,both
219,3,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-10-22,537124,2,2025/00006,3165.36,5798.32,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,537124,6431-C-C/00003,both,206,6431-C-C/00003,3,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0004,ALUBIX SL,2025/00006,2025-10-22,C-C/00003,3165.36,5798.32,Pagada,both
220,4,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-10-22,537125,9,2025/00008,4019.62,9817.94,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,537125,6431-C-C/00004,both,207,6431-C-C/00004,4,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0003,ROCALLA SA,2025/00008,2025-10-22,C-C/00004,4019.62,9817.94,Pagada,both
221,5,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-10-29,540066,4,2025/00009,3472.7,13290.64,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,540066,6431-C-C/00005,both,208,6431-C-C/00005,5,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0006,ALUBIX SL,2025/00009,2025-10-29,C-C/00005,3472.7,13290.64,Pagada,both
222,6,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-10-29,540076,11,2025/00010,3726.8,17017.44,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,540076,6431-C-C/00006,both,209,6431-C-C/00006,6,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0005,ROCALLA SA,2025/00010,2025-10-29,C-C/00006,3726.8,17017.44,Pagada,both
223,7,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-11-05,542287,9,2025/00012,3661.46,20678.9,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,542287,6431-C-C/00007,both,210,6431-C-C/00007,7,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0007,ALUBIX SL,2025/00012,2025-11-05,C-C/00007,3661.46,20678.9,Pagada,both
224,8,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-11-05,542291,14,2025/00014,4048.66,24727.56,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,542291,6431-C-C/00008,both,211,6431-C-C/00008,8,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0008,ROCALLA SA,2025/00014,2025-11-05,C-C/00008,4048.66,24727.56,Pagada,both
225,9,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-11-12,545024,11,2025/00015,3552.56,28280.12,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,545024,6431-C-C/00009,both,212,6431-C-C/00009,9,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0009,ALUBIX SL,2025/00015,2025-11-12,C-C/00009,3552.56,28280.12,Pagada,both
226,10,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-11-12,545028,16,2025/00019,4135.78,32415.9,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,545028,6431-C-C/00010,both,213,6431-C-C/00010,10,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0010,ROCALLA SA,2025/00019,2025-11-12,C-C/00010,4135.78,32415.9,Pagada,both
227,11,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-11-19,547870,14,2025/00018,4034.14,36450.04,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,547870,6431-C-C/00011,both,214,6431-C-C/00011,11,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0028,ALUBIX SL,2025/00018,2025-11-19,C-C/00011,4034.14,36450.04,Pagada,both
228,12,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-11-19,547872,19,2025/00021,4075.28,40525.32,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,547872,6431-C-C/00012,both,215,6431-C-C/00012,12,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0027,ROCALLA SA,2025/00021,2025-11-19,C-C/00012,4075.28,40525.32,Pagada,both
229,13,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-11-26,551231,18,2025/00021,3467.86,43993.18,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,551231,6431-C-C/00013,both,216,6431-C-C/00013,13,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0029,ALUBIX SL,2025/00021,2025-11-26,C-C/00013,3467.86,43993.18,Publicado,both
230,14,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-11-26,551234,23,2025/00025,4285.82,0.0,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,551234,6431-C-C/00014,both,217,6431-C-C/00014,14,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0030,ROCALLA SA,2025/00025,2025-11-26,C-C/00014,4285.82,48279.0,Publicado,both
231,15,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-12-03,554328,19,2025/00026,4164.82,52443.82,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,554328,6431-C-C/00015,both,218,6431-C-C/00015,15,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0040,ALUBIX SL,2025/00026,2025-12-03,C-C/00015,4164.82,52443.82,Publicado,both
232,16,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-12-03,554329,25,2025/00029,4456.43,56900.25,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,554329,6431-C-C/00016,both,219,6431-C-C/00016,16,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0041,ROCALLA SA,2025/00029,2025-12-03,C-C/00016,4456.43,56900.25,Publicado,both
233,17,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-12-10,556835,23,2025/00031,3930.08,60830.33,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,556835,6431-C-C/00017,both,220,6431-C-C/00017,17,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0042,ALUBIX SL,2025/00031,2025-12-10,C-C/00017,3930.08,60830.33,Publicado,both
234,18,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-12-10,556837,29,2025/00031,4622.2,65452.53,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,556837,6431-C-C/00018,both,221,6431-C-C/00018,18,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0043,ROCALLA SA,2025/00031,2025-12-10,C-C/00018,4622.2,65452.53,Publicado,both
235,19,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-12-17,560996,24,2025/00034,3598.54,69051.07,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,560996,6431-C-C/00019,both,222,6431-C-C/00019,19,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0045,ALUBIX SL,2025/00034,2025-12-17,C-C/00019,3598.54,69051.07,Publicado,both
236,20,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-12-17,560997,32,2025/00032,4277.35,73328.42,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,560997,6431-C-C/00020,both,223,6431-C-C/00020,20,6431,ADG32 6431 GZOUGGAGHI SL,FC/2025/0046,ROCALLA SA,2025/00032,2025-12-17,C-C/00020,4277.35,73328.42,Publicado,both
237,21,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ALUBIX SL,2025-12-29,561700,26,2025/00035,162.14,73490.56,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,561700,6431-C-C/00021,both,,,,,,,,,,,,,,left_only
238,22,6431,ADG32 6431 GZOUGGAGHI SL,Pagada,ROCALLA SA,2025-12-29,561702,33,2025/00036,179.08,73669.64,2025-12-30,6431,ADG32 6431 GZOUGGAGHI SL,2025-12-30,ENTREGADA,561702,6431-C-C/00022,both,,,,,,,,,,,,,,left_only
279,1,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-10-17,535287,3,2025/00004,1280.18,1280.18,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,535287,6702-C-C/00002,both,225,6702-C-C/00002,2,6702,ADG32 6702 NFORNES SL,FC/2025/0001,ALUBIX SL,2025/00004,2025-10-17,C-C/00002,1280.18,2158.64,Pagada,both
280,2,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-10-17,535310,2,2025/00004,878.46,2158.64,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,535310,6702-C-C/00001,both,224,6702-C-C/00001,1,6702,ADG32 6702 NFORNES SL,FC/2025/0002,ROCALLA SA,2025/00004,2025-10-17,C-C/00001,878.46,878.46,Pagada,both
281,3,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-10-22,537161,8,2025/00008,4735.94,6894.58,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,537161,6702-C-C/00003,both,226,6702-C-C/00003,3,6702,ADG32 6702 NFORNES SL,FC/2025/0003,ALUBIX SL,2025/00008,2025-10-22,C-C/00003,4735.94,6894.58,Pagada,both
282,4,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-10-22,537418,7,2025/00008,3204.08,10098.66,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,537418,6702-C-C/00004,both,227,6702-C-C/00004,4,6702,ADG32 6702 NFORNES SL,FC/2025/0004,ROCALLA SA,2025/00008,2025-10-22,C-C/00004,3204.08,10098.66,Pagada,both
283,5,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-10-29,540080,9,2025/00009,4460.06,14558.72,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,540080,6702-C-C/00006,both,229,6702-C-C/00006,6,6702,ADG32 6702 NFORNES SL,FC/2025/0006,ALUBIX SL,2025/00009,2025-10-29,C-C/00006,4460.06,17859.6,Pagada,both
284,6,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-10-29,540090,10,2025/00009,3300.88,17859.6,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,540090,6702-C-C/00005,both,228,6702-C-C/00005,5,6702,ADG32 6702 NFORNES SL,FC/2025/0005,ROCALLA SA,2025/00009,2025-10-29,C-C/00005,3300.88,13399.54,Pagada,both
285,7,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-11-05,542316,10,2025/00013,4256.78,22116.38,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,542316,6702-C-C/00008,both,231,6702-C-C/00008,8,6702,ADG32 6702 NFORNES SL,FC/2025/0008,ALUBIX SL,2025/00013,2025-11-05,C-C/00008,4256.78,25131.7,Pagada,both
286,8,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-11-05,542328,13,2025/00014,3015.32,25131.7,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,542328,6702-C-C/00007,both,230,6702-C-C/00007,7,6702,ADG32 6702 NFORNES SL,FC/2025/0007,ROCALLA SA,2025/00014,2025-11-05,C-C/00007,3015.32,20874.92,Pagada,both
287,9,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-11-12,545004,12,2025/00016,4455.22,29586.92,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,545004,6702-C-C/00010,both,233,6702-C-C/00010,10,6702,ADG32 6702 NFORNES SL,FC/2025/0010,ALUBIX SL,2025/00016,2025-11-12,C-C/00010,4455.22,32904.74,Pagada,both
288,10,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-11-12,545005,16,2025/00015,3317.82,32904.74,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,545005,6702-C-C/00009,both,232,6702-C-C/00009,9,6702,ADG32 6702 NFORNES SL,FC/2025/0009,ROCALLA SA,2025/00015,2025-11-12,C-C/00009,3317.82,28449.52,Pagada,both
289,11,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-11-19,547939,14,2025/00020,4789.18,37693.92,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,547939,6702-C-C/00011,both,234,6702-C-C/00011,11,6702,ADG32 6702 NFORNES SL,FC/2025/0027,ALUBIX SL,2025/00020,2025-11-19,C-C/00011,4789.18,37693.92,Pagada,both
290,12,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-11-19,547941,18,2025/00019,3373.48,41067.4,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,547941,6702-C-C/00012,both,235,6702-C-C/00012,12,6702,ADG32 6702 NFORNES SL,FC/2025/0028,ROCALLA SA,2025/00019,2025-11-19,C-C/00012,3373.48,41067.4,Pagada,both
291,13,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-11-26,551277,15,2025/00021,4675.44,45742.84,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,551277,6702-C-C/00017,both,236,6702-C-C/00017,13,6702,ADG32 6702 NFORNES SL,FC/2025/0036,ALUBIX SL,2025/00021,2025-11-26,C-C/00017,4675.44,45742.84,Publicado,both
292,14,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-11-26,551281,21,2025/00024,3150.84,48893.68,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,551281,6702-C-C/00018,both,237,6702-C-C/00018,14,6702,ADG32 6702 NFORNES SL,FC/2025/0035,ROCALLA SA,2025/00024,2025-11-26,C-C/00018,3150.84,48893.68,Publicado,both
293,15,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-12-03,554367,23,2025/00026,3358.96,52252.64,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,554367,6702-C-C/00020,both,239,6702-C-C/00020,16,6702,ADG32 6702 NFORNES SL,FC/2025/0042,ROCALLA SA,2025/00026,2025-12-03,C-C/00020,3358.96,56867.58,Publicado,both
294,16,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-12-03,554370,20,2025/00022,4614.94,56867.58,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,554370,6702-C-C/00019,both,238,6702-C-C/00019,15,6702,ADG32 6702 NFORNES SL,FC/2025/0041,ALUBIX SL,2025/00022,2025-12-03,C-C/00019,4614.94,53508.62,Publicado,both
295,17,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-12-10,556810,21,2025/00023,5094.1,61961.68,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,556810,6702-C-C/00021,both,240,6702-C-C/00021,17,6702,ADG32 6702 NFORNES SL,FC/2025/0047,ALUBIX SL,2025/00023,2025-12-10,C-C/00021,5094.1,61961.68,Publicado,both
296,18,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-12-10,556819,26,2025/00028,3228.28,65189.96,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,556819,6702-C-C/00022,both,241,6702-C-C/00022,18,6702,ADG32 6702 NFORNES SL,FC/2025/0048,ROCALLA SA,2025/00028,2025-12-10,C-C/00022,3228.28,65189.96,Publicado,both
297,19,6702,ADG32 6702 NFORNES SL,Pagada,ALUBIX SL,2025-12-18,561110,22,2025/00027,4692.38,69882.34,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,561110,6702-C-C/00023,both,242,6702-C-C/00023,19,6702,ADG32 6702 NFORNES SL,FC/2025/0050,ALUBIX SL,2025/00027,2025-12-18,C-C/00023,4692.38,69882.34,Publicado,both
298,20,6702,ADG32 6702 NFORNES SL,Pagada,ROCALLA SA,2025-12-18,561111,31,2025/00033,3267.0,73149.34,2025-12-19,6702,ADG32 6702 NFORNES SL,2025-12-19,ENTREGADA,561111,6702-C-C/00024,both,243,6702-C-C/00024,20,6702,ADG32 6702 NFORNES SL,FC/2025/0051,ROCALLA SA,2025/00033,2025-12-18,C-C/00024,3267.0,73149.34,Publicado,both
299,1,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-10-17,535283,3,2025/00003,849.42,849.42,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,535283,6706-C-C/00002,both,245,6706-C-C/00002,2,6706,ADG32 6706 NSUIYHI SL,FC/2025/0002,ALUBIX SL,2025/00003,2025-10-17,C-C/00002,849.42,2432.1,Pagada,both
300,2,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-10-17,535302,2,2025/00002,1582.68,2432.1,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,535302,6706-C-C/00001,both,244,6706-C-C/00001,1,6706,ADG32 6706 NSUIYHI SL,FC/2025/0001,ROCALLA SA,2025/00002,2025-10-17,C-C/00001,1582.68,1582.68,Pagada,both
301,3,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-10-22,537118,8,2025/00006,3869.58,6301.68,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,537118,6706-C-C/00004,both,247,6706-C-C/00004,4,6706,ADG32 6706 NSUIYHI SL,FC/2025/0004,ALUBIX SL,2025/00006,2025-10-22,C-C/00004,3869.58,10766.58,Pagada,both
302,4,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-10-22,537121,7,2025/00004,4464.9,10766.58,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,537121,6706-C-C/00003,both,246,6706-C-C/00003,3,6706,ADG32 6706 NSUIYHI SL,FC/2025/0003,ROCALLA SA,2025/00004,2025-10-22,C-C/00003,4464.9,6897.0,Pagada,both
303,5,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-10-29,540081,10,2025/00009,3862.32,14628.9,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,540081,6706-C-C/00005,both,248,6706-C-C/00005,5,6706,ADG32 6706 NSUIYHI SL,FC/2025/0006,ALUBIX SL,2025/00009,2025-10-29,C-C/00005,3862.32,14628.9,Pagada,both
304,6,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-10-29,540084,9,2025/00007,4123.68,18752.58,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,540084,6706-C-C/00006,both,249,6706-C-C/00006,6,6706,ADG32 6706 NSUIYHI SL,FC/2025/0005,ROCALLA SA,2025/00007,2025-10-29,C-C/00006,4123.68,18752.58,Pagada,both
305,7,6706,ADG32 6706 NSUIYHI SL,Pagada,ALUBIX SL,2025-11-05,542292,14,2025/00014,4486.68,23239.26,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,542292,6706-C-C/00007,both,250,6706-C-C/00007,7,6706,ADG32 6706 NSUIYHI SL,FC/2025/0007,ALUBIX SL,2025/00014,2025-11-05,C-C/00007,4486.68,23239.26,Pagada,both
306,8,6706,ADG32 6706 NSUIYHI SL,Pagada,ROCALLA SA,2025-11-05,542296,14,2025/00011,3477.54,26716.8,2025-12-19,6706,ADG32 6706 NSUIYHI SL,2025-12-19,ENTREGADA,542296,6706-C-C/00008,both,251,6706-C-C/00008,8,6706,ADG32 6706 NSUIYHI SL,FC/2025/0008,ROCALLA SA,2025/00011,2025-11-05,C-C/00008,3477.54,26716.8,Pagada,both
