ID-TOTS,ID,A_EXPEDIENT_HES,A_EMPRESA_HES,A_PRODUCTE_HES,A_DATA_HES,A_REFERENCIA_HES,A_ORIGEN_HES,A_DESTI_HES,A_UNITATS_HES,A_IN_HES,A_OUT_HES,A_STOCK_HES,A_OPERACIO_HES,A_CLAU_UNICA_HES,A_ESTAT_HES
2308,116,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-03 09:34:38,MGZ01/SURT/00021,MGZ01/Stock,Customers,64,,64,40,OP_INTERMITJA,6734_CR0015_,Hecho
2309,121,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-03 09:36:44,MGZ01/SURT/00022,MGZ01/Stock,Customers,40,,40,0,OP_INTERMITJA,6734_CR0015_,Hecho
2310,124,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-10 09:09:41,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,198,198,,198,OP_INTERMITJA,6734_CR0015_,Hecho
2311,128,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-10 09:11:37,MGZ01/SURT/00023,MGZ01/Stock,Customers,60,,60,138,OP_INTERMITJA,6734_CR0015_,Hecho
2312,132,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-10 09:13:54,MGZ01/SURT/00024,MGZ01/Stock,Customers,70,,70,68,OP_INTERMITJA,6734_CR0015_,Hecho
2313,135,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-10 09:15:26,MGZ01/SURT/00025,MGZ01/Stock,Customers,68,,68,0,OP_INTERMITJA,6734_CR0015_,Hecho
2314,138,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-17 14:14:46,MGZ01/ENTRA/00020,Vendors,MGZ01/Stock,176,176,,176,OP_INTERMITJA,6734_CR0015_,Hecho
2315,143,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-17 14:19:35,MGZ01/SURT/00026,MGZ01/Stock,Customers,54,,54,122,OP_INTERMITJA,6734_CR0015_,Hecho
2316,149,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-17 14:21:15,MGZ01/SURT/00027,MGZ01/Stock,Customers,57,,57,65,OP_INTERMITJA,6734_CR0015_,Hecho
2317,151,6734,ADG32 6734 LABOLAFIO SL,_CR0015_,2025-12-17 14:22:55,MGZ01/SURT/00028,MGZ01/Stock,Customers,65,,65,0,OP_FINAL,6734_CR0015_,Hecho
2318,1,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-17 09:41:07,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,63,63,,63,OP_INICIAL,6734_NM0031_,Hecho
2319,6,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-17 10:22:04,MGZ01/SURT/00001,MGZ01/Stock,Customers,63,,63,0,OP_INTERMITJA,6734_NM0031_,Hecho
2320,11,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-23 08:57:13,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,183,183,,183,OP_INTERMITJA,6734_NM0031_,Hecho
2321,13,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-23 09:03:17,MGZ01/SURT/00002,MGZ01/Stock,Customers,46,,46,137,OP_INTERMITJA,6734_NM0031_,Hecho
2322,19,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-23 11:07:13,MGZ01/SURT/00003,MGZ01/Stock,Customers,56,,56,81,OP_INTERMITJA,6734_NM0031_,Hecho
2323,23,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-23 11:10:32,MGZ01/SURT/00004,MGZ01/Stock,Customers,81,,81,0,OP_INTERMITJA,6734_NM0031_,Hecho
2324,27,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-29 10:22:16,MGZ01/ENTRA/00006,Vendors,MGZ01/Stock,165,165,,165,OP_INTERMITJA,6734_NM0031_,Hecho
2325,29,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-29 10:26:03,MGZ01/SURT/00005,MGZ01/Stock,Customers,66,,66,99,OP_INTERMITJA,6734_NM0031_,Hecho
2326,33,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-29 10:28:59,MGZ01/SURT/00006,MGZ01/Stock,Customers,53,,53,46,OP_INTERMITJA,6734_NM0031_,Hecho
2327,39,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-10-29 10:31:40,MGZ01/SURT/00007,MGZ01/Stock,Customers,46,,46,0,OP_INTERMITJA,6734_NM0031_,Hecho
2328,43,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-05 09:31:05,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,189,189,,189,OP_INTERMITJA,6734_NM0031_,Hecho
2329,48,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-05 09:33:39,MGZ01/SURT/00008,MGZ01/Stock,Customers,57,,57,132,OP_INTERMITJA,6734_NM0031_,Hecho
2330,49,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-05 09:37:00,MGZ01/SURT/00009,MGZ01/Stock,Customers,75,,75,57,OP_INTERMITJA,6734_NM0031_,Hecho
2331,53,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-05 09:39:57,MGZ01/SURT/00010,MGZ01/Stock,Customers,57,,57,0,OP_INTERMITJA,6734_NM0031_,Hecho
2332,59,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-12 09:37:13,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,177,177,,177,OP_INTERMITJA,6734_NM0031_,Hecho
2333,62,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-12 09:39:24,MGZ01/SURT/00011,MGZ01/Stock,Customers,66,,66,111,OP_INTERMITJA,6734_NM0031_,Hecho
2334,67,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-12 09:44:27,MGZ01/SURT/00012,MGZ01/Stock,Customers,40,,40,71,OP_INTERMITJA,6734_NM0031_,Hecho
2335,70,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-12 09:47:13,MGZ01/SURT/00013,MGZ01/Stock,Customers,71,,71,0,OP_INTERMITJA,6734_NM0031_,Hecho
2336,75,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-20 09:01:07,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,166,166,,166,OP_INTERMITJA,6734_NM0031_,Hecho
2337,78,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-20 10:58:14,MGZ01/SURT/00014,MGZ01/Stock,Customers,59,,59,107,OP_INTERMITJA,6734_NM0031_,Hecho
2338,82,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-20 11:04:20,MGZ01/SURT/00015,MGZ01/Stock,Customers,43,,43,64,OP_INTERMITJA,6734_NM0031_,Hecho
2339,87,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-20 11:11:02,MGZ01/SURT/00016,MGZ01/Stock,Customers,64,,64,0,OP_INTERMITJA,6734_NM0031_,Hecho
2340,91,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-26 09:33:57,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,206,206,,206,OP_INTERMITJA,6734_NM0031_,Hecho
2341,94,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-26 09:36:01,MGZ01/SURT/00017,MGZ01/Stock,Customers,65,,65,141,OP_INTERMITJA,6734_NM0031_,Hecho
2342,99,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-26 09:38:27,MGZ01/SURT/00018,MGZ01/Stock,Customers,67,,67,74,OP_INTERMITJA,6734_NM0031_,Hecho
2343,104,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-11-26 09:54:24,MGZ01/SURT/00019,MGZ01/Stock,Customers,74,,74,0,OP_INTERMITJA,6734_NM0031_,Hecho
2344,108,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-03 09:22:15,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,197,197,,197,OP_INTERMITJA,6734_NM0031_,Hecho
2345,113,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-03 09:27:33,MGZ01/SURT/00020,MGZ01/Stock,Customers,69,,69,128,OP_INTERMITJA,6734_NM0031_,Hecho
2346,117,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-03 09:34:38,MGZ01/SURT/00021,MGZ01/Stock,Customers,69,,69,59,OP_INTERMITJA,6734_NM0031_,Hecho
2347,120,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-03 09:36:44,MGZ01/SURT/00022,MGZ01/Stock,Customers,59,,59,0,OP_INTERMITJA,6734_NM0031_,Hecho
2348,122,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-10 09:08:30,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,175,175,,175,OP_INTERMITJA,6734_NM0031_,Hecho
2349,127,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-10 09:11:37,MGZ01/SURT/00023,MGZ01/Stock,Customers,54,,54,121,OP_INTERMITJA,6734_NM0031_,Hecho
2350,130,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-10 09:13:54,MGZ01/SURT/00024,MGZ01/Stock,Customers,65,,65,56,OP_INTERMITJA,6734_NM0031_,Hecho
2351,134,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-10 09:15:26,MGZ01/SURT/00025,MGZ01/Stock,Customers,56,,56,0,OP_INTERMITJA,6734_NM0031_,Hecho
2352,140,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-17 14:15:54,MGZ01/ENTRA/00021,Vendors,MGZ01/Stock,176,176,,176,OP_INTERMITJA,6734_NM0031_,Hecho
2353,142,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-17 14:19:35,MGZ01/SURT/00026,MGZ01/Stock,Customers,55,,55,121,OP_INTERMITJA,6734_NM0031_,Hecho
2354,148,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-17 14:21:15,MGZ01/SURT/00027,MGZ01/Stock,Customers,63,,63,58,OP_INTERMITJA,6734_NM0031_,Hecho
2355,152,6734,ADG32 6734 LABOLAFIO SL,_NM0031_,2025-12-17 14:22:55,MGZ01/SURT/00028,MGZ01/Stock,Customers,58,,58,0,OP_FINAL,6734_NM0031_,Hecho
2356,2,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-17 09:41:07,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,54,54,,54,OP_INICIAL,6734_TE0028_,Hecho
2357,8,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-17 10:22:04,MGZ01/SURT/00001,MGZ01/Stock,Customers,54,,54,0,OP_INTERMITJA,6734_TE0028_,Hecho
2358,12,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-23 08:57:13,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,182,182,,182,OP_INTERMITJA,6734_TE0028_,Hecho
2359,16,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-23 09:03:17,MGZ01/SURT/00002,MGZ01/Stock,Customers,54,,54,128,OP_INTERMITJA,6734_TE0028_,Hecho
2360,17,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-23 11:07:13,MGZ01/SURT/00003,MGZ01/Stock,Customers,61,,61,67,OP_INTERMITJA,6734_TE0028_,Hecho
2361,21,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-23 11:10:32,MGZ01/SURT/00004,MGZ01/Stock,Customers,67,,67,0,OP_INTERMITJA,6734_TE0028_,Hecho
2362,28,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-29 10:22:16,MGZ01/ENTRA/00006,Vendors,MGZ01/Stock,166,166,,166,OP_INTERMITJA,6734_TE0028_,Hecho
2363,30,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-29 10:26:03,MGZ01/SURT/00005,MGZ01/Stock,Customers,59,,59,107,OP_INTERMITJA,6734_TE0028_,Hecho
2364,36,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-29 10:28:59,MGZ01/SURT/00006,MGZ01/Stock,Customers,50,,50,57,OP_INTERMITJA,6734_TE0028_,Hecho
2365,37,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-10-29 10:31:40,MGZ01/SURT/00007,MGZ01/Stock,Customers,57,,57,0,OP_INTERMITJA,6734_TE0028_,Hecho
2366,44,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-05 09:31:05,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,204,204,,204,OP_INTERMITJA,6734_TE0028_,Hecho
2367,47,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-05 09:33:39,MGZ01/SURT/00008,MGZ01/Stock,Customers,59,,59,145,OP_INTERMITJA,6734_TE0028_,Hecho
2368,50,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-05 09:37:00,MGZ01/SURT/00009,MGZ01/Stock,Customers,86,,86,59,OP_INTERMITJA,6734_TE0028_,Hecho
2369,56,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-05 09:39:57,MGZ01/SURT/00010,MGZ01/Stock,Customers,59,,59,0,OP_INTERMITJA,6734_TE0028_,Hecho
2370,60,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-12 09:37:13,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,187,187,,187,OP_INTERMITJA,6734_TE0028_,Hecho
2371,63,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-12 09:39:24,MGZ01/SURT/00011,MGZ01/Stock,Customers,58,,58,129,OP_INTERMITJA,6734_TE0028_,Hecho
2372,68,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-12 09:44:27,MGZ01/SURT/00012,MGZ01/Stock,Customers,57,,57,72,OP_INTERMITJA,6734_TE0028_,Hecho
2373,71,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-12 09:47:13,MGZ01/SURT/00013,MGZ01/Stock,Customers,72,,72,0,OP_INTERMITJA,6734_TE0028_,Hecho
2374,76,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-20 09:01:07,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,175,175,,175,OP_INTERMITJA,6734_TE0028_,Hecho
2375,80,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-20 10:58:14,MGZ01/SURT/00014,MGZ01/Stock,Customers,64,,64,111,OP_INTERMITJA,6734_TE0028_,Hecho
2376,81,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-20 11:04:20,MGZ01/SURT/00015,MGZ01/Stock,Customers,47,,47,64,OP_INTERMITJA,6734_TE0028_,Hecho
2377,85,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-20 11:11:02,MGZ01/SURT/00016,MGZ01/Stock,Customers,64,,64,0,OP_INTERMITJA,6734_TE0028_,Hecho
2378,92,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-26 09:33:57,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,210,210,,210,OP_INTERMITJA,6734_TE0028_,Hecho
2379,96,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-26 09:36:01,MGZ01/SURT/00017,MGZ01/Stock,Customers,77,,77,133,OP_INTERMITJA,6734_TE0028_,Hecho
2380,97,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-26 09:38:27,MGZ01/SURT/00018,MGZ01/Stock,Customers,80,,80,53,OP_INTERMITJA,6734_TE0028_,Hecho
2381,105,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-11-26 09:54:24,MGZ01/SURT/00019,MGZ01/Stock,Customers,53,,53,0,OP_INTERMITJA,6734_TE0028_,Hecho
2382,109,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-03 09:22:15,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,194,194,,194,OP_INTERMITJA,6734_TE0028_,Hecho
2383,111,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-03 09:27:33,MGZ01/SURT/00020,MGZ01/Stock,Customers,87,,87,107,OP_INTERMITJA,6734_TE0028_,Hecho
2384,114,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-03 09:34:38,MGZ01/SURT/00021,MGZ01/Stock,Customers,59,,59,48,OP_INTERMITJA,6734_TE0028_,Hecho
2385,118,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-03 09:36:44,MGZ01/SURT/00022,MGZ01/Stock,Customers,48,,48,0,OP_INTERMITJA,6734_TE0028_,Hecho
2386,123,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-10 09:08:30,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,190,190,,190,OP_INTERMITJA,6734_TE0028_,Hecho
2387,126,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-10 09:11:37,MGZ01/SURT/00023,MGZ01/Stock,Customers,55,,55,135,OP_INTERMITJA,6734_TE0028_,Hecho
2388,131,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-10 09:13:54,MGZ01/SURT/00024,MGZ01/Stock,Customers,72,,72,63,OP_INTERMITJA,6734_TE0028_,Hecho
2389,136,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-10 09:15:26,MGZ01/SURT/00025,MGZ01/Stock,Customers,63,,63,0,OP_INTERMITJA,6734_TE0028_,Hecho
2390,141,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-17 14:15:54,MGZ01/ENTRA/00021,Vendors,MGZ01/Stock,183,183,,183,OP_INTERMITJA,6734_TE0028_,Hecho
2391,144,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-17 14:19:35,MGZ01/SURT/00026,MGZ01/Stock,Customers,43,,43,140,OP_INTERMITJA,6734_TE0028_,Hecho
2392,146,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-17 14:21:15,MGZ01/SURT/00027,MGZ01/Stock,Customers,74,,74,66,OP_INTERMITJA,6734_TE0028_,Hecho
2393,150,6734,ADG32 6734 LABOLAFIO SL,_TE0028_,2025-12-17 14:22:55,MGZ01/SURT/00028,MGZ01/Stock,Customers,66,,66,0,OP_FINAL,6734_TE0028_,Hecho
2394,1,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-17 09:41:03,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,42,42,,42,OP_INICIAL,6746_BE0001_,Hecho
2395,5,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-17 10:21:56,MGZ01/SURT/00001,MGZ01/Stock,Customers,42,,42,0,OP_INTERMITJA,6746_BE0001_,Hecho
2396,9,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-22 09:37:50,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,149,149,,149,OP_INTERMITJA,6746_BE0001_,Hecho
2397,13,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-22 11:43:49,MGZ01/SURT/00003,MGZ01/Stock,Customers,51,,51,98,OP_INTERMITJA,6746_BE0001_,Hecho
2398,17,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-22 11:49:32,MGZ01/SURT/00004,MGZ01/Stock,Customers,42,,42,56,OP_INTERMITJA,6746_BE0001_,Hecho
2399,21,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-22 11:53:24,MGZ01/SURT/00005,MGZ01/Stock,Customers,56,,56,0,OP_INTERMITJA,6746_BE0001_,Hecho
2400,25,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-29 09:23:27,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,140,140,,140,OP_INTERMITJA,6746_BE0001_,Hecho
2401,29,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-29 09:30:01,MGZ01/SURT/00006,MGZ01/Stock,Customers,45,,45,95,OP_INTERMITJA,6746_BE0001_,Hecho
2402,33,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-29 09:34:07,MGZ01/SURT/00007,MGZ01/Stock,Customers,50,,50,45,OP_INTERMITJA,6746_BE0001_,Hecho
2403,37,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-10-29 09:37:14,MGZ01/SURT/00008,MGZ01/Stock,Customers,45,,45,0,OP_INTERMITJA,6746_BE0001_,Hecho
2404,41,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-05 09:08:56,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,122,122,,122,OP_INTERMITJA,6746_BE0001_,Hecho
2405,45,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-05 09:22:43,MGZ01/SURT/00009,MGZ01/Stock,Customers,42,,42,80,OP_INTERMITJA,6746_BE0001_,Hecho
2406,49,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-05 09:25:18,MGZ01/SURT/00010,MGZ01/Stock,Customers,36,,36,44,OP_INTERMITJA,6746_BE0001_,Hecho
2407,53,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-05 09:27:29,MGZ01/SURT/00011,MGZ01/Stock,Customers,44,,44,0,OP_INTERMITJA,6746_BE0001_,Hecho
2408,57,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-12 09:02:27,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,129,129,,129,OP_INTERMITJA,6746_BE0001_,Hecho
2409,61,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-12 09:06:07,MGZ01/SURT/00012,MGZ01/Stock,Customers,36,,36,93,OP_INTERMITJA,6746_BE0001_,Hecho
2410,65,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-12 09:10:36,MGZ01/SURT/00013,MGZ01/Stock,Customers,58,,58,35,OP_INTERMITJA,6746_BE0001_,Hecho
2411,69,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-12 09:13:04,MGZ01/SURT/00014,MGZ01/Stock,Customers,35,,35,0,OP_INTERMITJA,6746_BE0001_,Hecho
2412,75,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-19 09:28:11,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,130,130,,130,OP_INTERMITJA,6746_BE0001_,Hecho
2413,77,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-19 09:39:03,MGZ01/SURT/00015,MGZ01/Stock,Customers,48,,48,82,OP_INTERMITJA,6746_BE0001_,Hecho
2414,81,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-19 10:07:13,MGZ01/SURT/00016,MGZ01/Stock,Customers,41,,41,41,OP_INTERMITJA,6746_BE0001_,Hecho
2415,85,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-19 10:09:21,MGZ01/SURT/00017,MGZ01/Stock,Customers,41,,41,0,OP_INTERMITJA,6746_BE0001_,Hecho
2416,91,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-26 09:29:59,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,133,133,,133,OP_INTERMITJA,6746_BE0001_,Hecho
2417,93,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-26 09:31:29,MGZ01/SURT/00018,MGZ01/Stock,Customers,42,,42,91,OP_INTERMITJA,6746_BE0001_,Hecho
2418,97,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-26 09:36:37,MGZ01/SURT/00019,MGZ01/Stock,Customers,42,,42,49,OP_INTERMITJA,6746_BE0001_,Hecho
2419,102,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-11-26 09:42:12,MGZ01/SURT/00020,MGZ01/Stock,Customers,49,,49,0,OP_INTERMITJA,6746_BE0001_,Hecho
2420,106,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-12-01 09:03:24,MGZ01/ENTRA/00019,Customers,MGZ01/Stock,42,42,,42,OP_INTERMITJA,6746_BE0001_,Hecho
2421,110,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-12-01 09:06:03,MGZ01/SURT/00025,MGZ01/Stock,Customers,42,,42,0,OP_INTERMITJA,6746_BE0001_,Hecho
2422,114,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-12-03 09:11:36,MGZ01/ENTRA/00020,Vendors,MGZ01/Stock,129,129,,129,OP_INTERMITJA,6746_BE0001_,Hecho
2423,118,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-12-03 09:15:14,MGZ01/SURT/00026,MGZ01/Stock,Customers,47,,47,82,OP_INTERMITJA,6746_BE0001_,Hecho
2424,122,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-12-03 09:16:33,MGZ01/SURT/00027,MGZ01/Stock,Customers,45,,45,37,OP_INTERMITJA,6746_BE0001_,Hecho
2425,126,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-12-03 09:18:50,MGZ01/SURT/00028,MGZ01/Stock,Customers,37,,37,0,OP_INTERMITJA,6746_BE0001_,Hecho
2426,132,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-12-10 09:09:01,MGZ01/ENTRA/00023,Vendors,MGZ01/Stock,150,150,,150,OP_INTERMITJA,6746_BE0001_,Hecho
2427,134,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-12-10 09:11:00,MGZ01/SURT/00029,MGZ01/Stock,Customers,56,,56,94,OP_INTERMITJA,6746_BE0001_,Hecho
2428,138,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-12-10 09:16:44,MGZ01/SURT/00030,MGZ01/Stock,Customers,50,,50,44,OP_INTERMITJA,6746_BE0001_,Hecho
2429,142,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-12-10 09:18:02,MGZ01/SURT/00031,MGZ01/Stock,Customers,44,,44,0,OP_INTERMITJA,6746_BE0001_,Hecho
2430,148,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-12-18 08:18:46,MGZ01/ENTRA/00025,Vendors,MGZ01/Stock,141,141,,141,OP_INTERMITJA,6746_BE0001_,Hecho
2431,150,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-12-18 08:23:51,MGZ01/SURT/00032,MGZ01/Stock,Customers,55,,55,86,OP_INTERMITJA,6746_BE0001_,Hecho
2432,154,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-12-18 08:25:28,MGZ01/SURT/00033,MGZ01/Stock,Customers,44,,44,42,OP_INTERMITJA,6746_BE0001_,Hecho
2433,158,6746,ADG32 6746 ELLADO SL,_BE0001_,2025-12-18 08:30:06,MGZ01/SURT/00036,MGZ01/Stock,Customers,38,,38,4,OP_FINAL,6746_BE0001_,Hecho
2434,3,6746,ADG32 6746 ELLADO SL,_CE0003_,2025-10-17 09:44:30,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,34,34,,38,OP_INICIAL,6746_CE0003_,Hecho
2435,7,6746,ADG32 6746 ELLADO SL,_CE0003_,2025-10-17 10:21:56,MGZ01/SURT/00001,MGZ01/Stock,Customers,34,,34,4,OP_INTERMITJA,6746_CE0003_,Hecho
2436,11,6746,ADG32 6746 ELLADO SL,_CE0003_,2025-10-22 09:39:41,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,131,131,,135,OP_INTERMITJA,6746_CE0003_,Hecho
2437,15,6746,ADG32 6746 ELLADO SL,_CE0003_,2025-10-22 11:43:49,MGZ01/SURT/00003,MGZ01/Stock,Customers,40,,40,95,OP_INTERMITJA,6746_CE0003_,Hecho
