ID-TOTS,ID,A_EXPEDIENT_HES,A_EMPRESA_HES,A_PRODUCTE_HES,A_DATA_HES,A_REFERENCIA_HES,A_ORIGEN_HES,A_DESTI_HES,A_UNITATS_HES,A_IN_HES,A_OUT_HES,A_STOCK_HES,A_OPERACIO_HES,A_ESTAT_HES
2112,21,6713,ADG32 6713 BCARBONELL SL,_CF-CREMA750_,2025-11-21 08:59:31,MGZ01/SURT/00016,MGZ01/Stock,Customers,263,,263,211,OP_INTERMITJA,Hecho
2113,22,6713,ADG32 6713 BCARBONELL SL,_CF-CREMA750_,2025-11-21 08:59:53,MGZ01/SURT/00018,MGZ01/Stock,Customers,205,,205,6,OP_INTERMITJA,Hecho
2114,23,6713,ADG32 6713 BCARBONELL SL,_CF-CREMA750_,2025-11-28 09:09:52,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,665,665,,671,OP_INTERMITJA,Hecho
2115,24,6713,ADG32 6713 BCARBONELL SL,_CF-CREMA750_,2025-11-28 09:19:28,MGZ01/SURT/00019,MGZ01/Stock,Customers,219,,219,452,OP_INTERMITJA,Hecho
2116,25,6713,ADG32 6713 BCARBONELL SL,_CF-CREMA750_,2025-11-28 09:21:33,MGZ01/SURT/00020,MGZ01/Stock,Customers,220,,220,232,OP_INTERMITJA,Hecho
2117,26,6713,ADG32 6713 BCARBONELL SL,_CF-CREMA750_,2025-11-28 09:23:08,MGZ01/SURT/00021,MGZ01/Stock,Customers,226,,226,6,OP_INTERMITJA,Hecho
2118,27,6713,ADG32 6713 BCARBONELL SL,_CF-CREMA750_,2025-12-04 08:28:59,MGZ01/ENTRA/00021,Vendors,MGZ01/Stock,769,769,,775,OP_INTERMITJA,Hecho
2119,28,6713,ADG32 6713 BCARBONELL SL,_CF-CREMA750_,2025-12-04 08:32:26,MGZ01/SURT/00022,MGZ01/Stock,Customers,233,,233,542,OP_INTERMITJA,Hecho
2120,29,6713,ADG32 6713 BCARBONELL SL,_CF-CREMA750_,2025-12-04 08:34:55,MGZ01/SURT/00023,MGZ01/Stock,Customers,267,,267,275,OP_INTERMITJA,Hecho
2121,30,6713,ADG32 6713 BCARBONELL SL,_CF-CREMA750_,2025-12-04 08:36:59,MGZ01/SURT/00024,MGZ01/Stock,Customers,269,,269,6,OP_INTERMITJA,Hecho
2122,31,6713,ADG32 6713 BCARBONELL SL,_CF-CREMA750_,2025-12-11 08:15:38,MGZ01/ENTRA/00023,Vendors,MGZ01/Stock,762,762,,768,OP_INTERMITJA,Hecho
2123,32,6713,ADG32 6713 BCARBONELL SL,_CF-CREMA750_,2025-12-11 08:19:20,MGZ01/SURT/00025,MGZ01/Stock,Customers,294,,294,474,OP_INTERMITJA,Hecho
2124,33,6713,ADG32 6713 BCARBONELL SL,_CF-CREMA750_,2025-12-11 08:21:00,MGZ01/SURT/00026,MGZ01/Stock,Customers,232,,232,242,OP_INTERMITJA,Hecho
2125,34,6713,ADG32 6713 BCARBONELL SL,_CF-CREMA750_,2025-12-11 08:22:21,MGZ01/SURT/00027,MGZ01/Stock,Customers,236,,236,6,OP_FINAL,Hecho
2126,1,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-10-17 09:41:40,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,218,218,,218,OP_INICIAL,Hecho
2127,2,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-10-17 10:22:10,MGZ01/SURT/00001,MGZ01/Stock,Customers,218,,218,0,OP_INTERMITJA,Hecho
2128,3,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-10-23 09:12:02,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,601,601,,601,OP_INTERMITJA,Hecho
2129,4,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-10-24 11:04:50,MGZ01/SURT/00002,MGZ01/Stock,Customers,198,,198,403,OP_INTERMITJA,Hecho
2130,5,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-10-24 11:06:14,MGZ01/SURT/00003,MGZ01/Stock,Customers,221,,221,182,OP_INTERMITJA,Hecho
2131,6,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-10-24 11:07:09,MGZ01/SURT/00004,MGZ01/Stock,Customers,182,,182,0,OP_INTERMITJA,Hecho
2132,7,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-10-29 09:59:55,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,601,601,,601,OP_INTERMITJA,Hecho
2133,8,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-10-29 10:02:00,MGZ01/SURT/00006,MGZ01/Stock,Vendors,601,,601,0,OP_INTERMITJA,Hecho
2134,9,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-10-30 09:12:44,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,785,785,,785,OP_INTERMITJA,Hecho
2135,10,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-10-30 09:49:00,MGZ01/SURT/00007,MGZ01/Stock,Customers,256,,256,529,OP_INTERMITJA,Hecho
2136,11,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-10-30 10:14:16,MGZ01/SURT/00008,MGZ01/Stock,Customers,260,,260,269,OP_INTERMITJA,Hecho
2137,12,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-10-30 10:16:02,MGZ01/SURT/00009,MGZ01/Stock,Customers,269,,269,0,OP_INTERMITJA,Hecho
2138,13,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-07 08:50:28,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,833,833,,833,OP_INTERMITJA,Hecho
2139,14,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-07 09:02:25,MGZ01/SURT/00010,MGZ01/Stock,Customers,246,,246,587,OP_INTERMITJA,Hecho
2140,15,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-07 09:05:47,MGZ01/SURT/00011,MGZ01/Stock,Customers,295,,295,292,OP_INTERMITJA,Hecho
2141,16,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-07 09:29:49,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,10,10,,302,OP_INTERMITJA,Hecho
2142,17,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-07 09:30:22,MGZ01/SURT/00012,MGZ01/Stock,Customers,293,,293,9,OP_INTERMITJA,Hecho
2143,18,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-14 09:09:21,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,732,732,,741,OP_INTERMITJA,Hecho
2144,19,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-14 09:14:54,MGZ01/SURT/00013,MGZ01/Stock,Customers,205,,205,536,OP_INTERMITJA,Hecho
2145,20,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-14 09:16:55,MGZ01/SURT/00014,MGZ01/Stock,Customers,301,,301,235,OP_INTERMITJA,Hecho
2146,21,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-14 09:18:17,MGZ01/SURT/00015,MGZ01/Stock,Customers,221,,221,14,OP_INTERMITJA,Hecho
2147,22,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-21 08:57:01,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,706,706,,720,OP_INTERMITJA,Hecho
2148,23,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-21 08:59:06,MGZ01/SURT/00017,MGZ01/Stock,Customers,267,,267,453,OP_INTERMITJA,Hecho
2149,24,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-21 08:59:31,MGZ01/SURT/00016,MGZ01/Stock,Customers,245,,245,208,OP_INTERMITJA,Hecho
2150,25,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-21 08:59:53,MGZ01/SURT/00018,MGZ01/Stock,Customers,194,,194,14,OP_INTERMITJA,Hecho
2151,26,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-28 09:03:01,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,663,663,,677,OP_INTERMITJA,Hecho
2152,27,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-28 09:19:28,MGZ01/SURT/00019,MGZ01/Stock,Customers,223,,223,454,OP_INTERMITJA,Hecho
2153,28,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-28 09:21:33,MGZ01/SURT/00020,MGZ01/Stock,Customers,182,,182,272,OP_INTERMITJA,Hecho
2154,29,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-11-28 09:23:08,MGZ01/SURT/00021,MGZ01/Stock,Customers,258,,258,14,OP_INTERMITJA,Hecho
2155,30,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-12-04 08:26:33,MGZ01/ENTRA/00020,Vendors,MGZ01/Stock,765,765,,779,OP_INTERMITJA,Hecho
2156,31,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-12-04 08:32:26,MGZ01/SURT/00022,MGZ01/Stock,Customers,235,,235,544,OP_INTERMITJA,Hecho
2157,32,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-12-04 08:34:55,MGZ01/SURT/00023,MGZ01/Stock,Customers,279,,279,265,OP_INTERMITJA,Hecho
2158,33,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-12-04 08:36:59,MGZ01/SURT/00024,MGZ01/Stock,Customers,251,,251,14,OP_INTERMITJA,Hecho
2159,34,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-12-11 08:12:42,MGZ01/ENTRA/00022,Vendors,MGZ01/Stock,735,735,,749,OP_INTERMITJA,Hecho
2160,35,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-12-11 08:19:20,MGZ01/SURT/00025,MGZ01/Stock,Customers,305,,305,444,OP_INTERMITJA,Hecho
2161,36,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-12-11 08:21:00,MGZ01/SURT/00026,MGZ01/Stock,Customers,201,,201,243,OP_INTERMITJA,Hecho
2162,37,6713,ADG32 6713 BCARBONELL SL,_KH7-QG780_,2025-12-11 08:22:21,MGZ01/SURT/00027,MGZ01/Stock,Customers,229,,229,14,OP_FINAL,Hecho
2163,1,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-10-17 09:41:11,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,243,243,,243,OP_INICIAL,Hecho
2164,2,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-10-17 10:22:10,MGZ01/SURT/00001,MGZ01/Stock,Customers,243,,243,0,OP_INTERMITJA,Hecho
2165,3,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-10-23 09:13:26,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,617,617,,617,OP_INTERMITJA,Hecho
2166,4,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-10-24 11:04:50,MGZ01/SURT/00002,MGZ01/Stock,Customers,183,,183,434,OP_INTERMITJA,Hecho
2167,5,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-10-24 11:06:14,MGZ01/SURT/00003,MGZ01/Stock,Customers,222,,222,212,OP_INTERMITJA,Hecho
2168,6,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-10-24 11:07:09,MGZ01/SURT/00004,MGZ01/Stock,Customers,212,,212,0,OP_INTERMITJA,Hecho
2169,7,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-10-30 09:16:10,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,718,718,,718,OP_INTERMITJA,Hecho
2170,8,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-10-30 09:49:00,MGZ01/SURT/00007,MGZ01/Stock,Customers,236,,236,482,OP_INTERMITJA,Hecho
2171,9,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-10-30 10:14:16,MGZ01/SURT/00008,MGZ01/Stock,Customers,201,,201,281,OP_INTERMITJA,Hecho
2172,10,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-10-30 10:16:02,MGZ01/SURT/00009,MGZ01/Stock,Customers,281,,281,0,OP_INTERMITJA,Hecho
2173,11,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-11-07 08:54:44,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,775,775,,775,OP_INTERMITJA,Hecho
2174,12,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-11-07 09:02:25,MGZ01/SURT/00010,MGZ01/Stock,Customers,238,,238,537,OP_INTERMITJA,Hecho
2175,13,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-11-07 09:05:47,MGZ01/SURT/00011,MGZ01/Stock,Customers,266,,266,271,OP_INTERMITJA,Hecho
2176,14,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-11-07 09:30:22,MGZ01/SURT/00012,MGZ01/Stock,Customers,271,,271,0,OP_INTERMITJA,Hecho
2177,15,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-11-14 09:11:42,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,765,765,,765,OP_INTERMITJA,Hecho
2178,16,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-11-14 09:14:54,MGZ01/SURT/00013,MGZ01/Stock,Customers,207,,207,558,OP_INTERMITJA,Hecho
2179,17,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-11-14 09:16:55,MGZ01/SURT/00014,MGZ01/Stock,Customers,306,,306,252,OP_INTERMITJA,Hecho
2180,18,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-11-14 09:18:17,MGZ01/SURT/00015,MGZ01/Stock,Customers,245,,245,7,OP_INTERMITJA,Hecho
2181,19,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-11-21 08:58:31,MGZ01/ENTRA/00016,Vendors,MGZ01/Stock,685,685,,692,OP_INTERMITJA,Hecho
2182,20,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-11-21 08:59:06,MGZ01/SURT/00017,MGZ01/Stock,Customers,242,,242,450,OP_INTERMITJA,Hecho
2183,21,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-11-21 08:59:31,MGZ01/SURT/00016,MGZ01/Stock,Customers,234,,234,216,OP_INTERMITJA,Hecho
2184,22,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-11-21 08:59:53,MGZ01/SURT/00018,MGZ01/Stock,Customers,209,,209,7,OP_INTERMITJA,Hecho
2185,23,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-11-28 09:09:52,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,677,677,,684,OP_INTERMITJA,Hecho
2186,24,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-11-28 09:19:28,MGZ01/SURT/00019,MGZ01/Stock,Customers,214,,214,470,OP_INTERMITJA,Hecho
2187,25,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-11-28 09:21:33,MGZ01/SURT/00020,MGZ01/Stock,Customers,238,,238,232,OP_INTERMITJA,Hecho
2188,26,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-11-28 09:23:08,MGZ01/SURT/00021,MGZ01/Stock,Customers,225,,225,7,OP_INTERMITJA,Hecho
2189,27,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-12-04 08:28:59,MGZ01/ENTRA/00021,Vendors,MGZ01/Stock,783,783,,790,OP_INTERMITJA,Hecho
2190,28,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-12-04 08:32:26,MGZ01/SURT/00022,MGZ01/Stock,Customers,217,,217,573,OP_INTERMITJA,Hecho
2191,29,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-12-04 08:34:55,MGZ01/SURT/00023,MGZ01/Stock,Customers,292,,292,281,OP_INTERMITJA,Hecho
2192,30,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-12-04 08:36:59,MGZ01/SURT/00024,MGZ01/Stock,Customers,274,,274,7,OP_INTERMITJA,Hecho
2193,31,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-12-11 08:15:38,MGZ01/ENTRA/00023,Vendors,MGZ01/Stock,732,732,,739,OP_INTERMITJA,Hecho
2194,32,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-12-11 08:19:20,MGZ01/SURT/00025,MGZ01/Stock,Customers,302,,302,437,OP_INTERMITJA,Hecho
2195,33,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-12-11 08:21:00,MGZ01/SURT/00026,MGZ01/Stock,Customers,220,,220,217,OP_INTERMITJA,Hecho
2196,34,6713,ADG32 6713 BCARBONELL SL,_SD-2000SNYT_,2025-12-11 08:22:21,MGZ01/SURT/00027,MGZ01/Stock,Customers,210,,210,7,OP_FINAL,Hecho
2197,1,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-10-17 09:41:40,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,220,220,,220,OP_INICIAL,Hecho
2198,2,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-10-17 10:22:10,MGZ01/SURT/00001,MGZ01/Stock,Customers,220,,220,0,OP_INTERMITJA,Hecho
2199,3,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-10-23 09:12:02,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,625,625,,625,OP_INTERMITJA,Hecho
2200,4,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-10-24 09:40:16,Cantidad de producto actualizada (Bernat Carbonell Pieras),Inventory adjustment,MGZ01/Stock,19,19,,644,OP_INTERMITJA,Hecho
2201,5,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-10-24 11:04:50,MGZ01/SURT/00002,MGZ01/Stock,Customers,213,,213,431,OP_INTERMITJA,Hecho
2202,6,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-10-24 11:06:14,MGZ01/SURT/00003,MGZ01/Stock,Customers,230,,230,201,OP_INTERMITJA,Hecho
2203,7,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-10-24 11:07:09,MGZ01/SURT/00004,MGZ01/Stock,Customers,201,,201,0,OP_INTERMITJA,Hecho
2204,8,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-10-29 09:59:55,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,625,625,,625,OP_INTERMITJA,Hecho
2205,9,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-10-29 10:02:00,MGZ01/SURT/00006,MGZ01/Stock,Vendors,625,,625,0,OP_INTERMITJA,Hecho
2206,10,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-10-30 09:12:44,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,749,749,,749,OP_INTERMITJA,Hecho
2207,11,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-10-30 09:49:00,MGZ01/SURT/00007,MGZ01/Stock,Customers,254,,254,495,OP_INTERMITJA,Hecho
2208,12,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-10-30 10:14:16,MGZ01/SURT/00008,MGZ01/Stock,Customers,210,,210,285,OP_INTERMITJA,Hecho
2209,13,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-10-30 10:16:02,MGZ01/SURT/00009,MGZ01/Stock,Customers,285,,285,0,OP_INTERMITJA,Hecho
2210,14,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-07 08:50:28,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,795,795,,795,OP_INTERMITJA,Hecho
2211,15,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-07 09:02:25,MGZ01/SURT/00010,MGZ01/Stock,Customers,222,,222,573,OP_INTERMITJA,Hecho
2212,16,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-07 09:05:47,MGZ01/SURT/00011,MGZ01/Stock,Customers,284,,284,289,OP_INTERMITJA,Hecho
2213,17,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-07 09:29:49,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,10,10,,299,OP_INTERMITJA,Hecho
2214,18,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-07 09:30:22,MGZ01/SURT/00012,MGZ01/Stock,Customers,289,,289,10,OP_INTERMITJA,Hecho
2215,19,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-14 09:09:21,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,770,770,,780,OP_INTERMITJA,Hecho
2216,20,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-14 09:14:54,MGZ01/SURT/00013,MGZ01/Stock,Customers,228,,228,552,OP_INTERMITJA,Hecho
2217,21,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-14 09:16:55,MGZ01/SURT/00014,MGZ01/Stock,Customers,276,,276,276,OP_INTERMITJA,Hecho
2218,22,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-14 09:18:17,MGZ01/SURT/00015,MGZ01/Stock,Customers,260,,260,16,OP_INTERMITJA,Hecho
2219,23,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-21 08:57:01,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,672,672,,688,OP_INTERMITJA,Hecho
2220,24,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-21 08:59:06,MGZ01/SURT/00017,MGZ01/Stock,Customers,238,,238,450,OP_INTERMITJA,Hecho
2221,25,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-21 08:59:31,MGZ01/SURT/00016,MGZ01/Stock,Customers,250,,250,200,OP_INTERMITJA,Hecho
2222,26,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-21 08:59:53,MGZ01/SURT/00018,MGZ01/Stock,Customers,184,,184,16,OP_INTERMITJA,Hecho
2223,27,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-28 09:03:01,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,659,659,,675,OP_INTERMITJA,Hecho
2224,28,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-28 09:19:28,MGZ01/SURT/00019,MGZ01/Stock,Customers,217,,217,458,OP_INTERMITJA,Hecho
2225,29,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-28 09:21:33,MGZ01/SURT/00020,MGZ01/Stock,Customers,196,,196,262,OP_INTERMITJA,Hecho
2226,30,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-11-28 09:23:08,MGZ01/SURT/00021,MGZ01/Stock,Customers,246,,246,16,OP_INTERMITJA,Hecho
2227,31,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-12-04 08:26:33,MGZ01/ENTRA/00020,Vendors,MGZ01/Stock,755,755,,771,OP_INTERMITJA,Hecho
2228,32,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-12-04 08:32:26,MGZ01/SURT/00022,MGZ01/Stock,Customers,210,,210,561,OP_INTERMITJA,Hecho
2229,33,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-12-04 08:34:55,MGZ01/SURT/00023,MGZ01/Stock,Customers,284,,284,277,OP_INTERMITJA,Hecho
2230,34,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-12-04 08:36:59,MGZ01/SURT/00024,MGZ01/Stock,Customers,261,,261,16,OP_INTERMITJA,Hecho
2231,35,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-12-11 08:12:42,MGZ01/ENTRA/00022,Vendors,MGZ01/Stock,701,701,,717,OP_INTERMITJA,Hecho
2232,36,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-12-11 08:19:20,MGZ01/SURT/00025,MGZ01/Stock,Customers,272,,272,445,OP_INTERMITJA,Hecho
2233,37,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-12-11 08:21:00,MGZ01/SURT/00026,MGZ01/Stock,Customers,203,,203,242,OP_INTERMITJA,Hecho
2234,38,6713,ADG32 6713 BCARBONELL SL,_VL-BAYETA-UF3_,2025-12-11 08:22:21,MGZ01/SURT/00027,MGZ01/Stock,Customers,226,,226,16,OP_FINAL,Hecho
2235,1,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-10-17 09:46:43,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,57,57,,57,OP_INICIAL,Hecho
2236,2,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-10-17 10:22:04,MGZ01/SURT/00001,MGZ01/Stock,Customers,57,,57,0,OP_INTERMITJA,Hecho
2237,3,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-10-23 08:53:12,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,179,179,,179,OP_INTERMITJA,Hecho
2238,4,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-10-23 09:03:17,MGZ01/SURT/00002,MGZ01/Stock,Customers,49,,49,130,OP_INTERMITJA,Hecho
2239,5,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-10-23 11:07:13,MGZ01/SURT/00003,MGZ01/Stock,Customers,67,,67,63,OP_INTERMITJA,Hecho
2240,6,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-10-23 11:10:32,MGZ01/SURT/00004,MGZ01/Stock,Customers,63,,63,0,OP_INTERMITJA,Hecho
2241,7,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-10-29 10:20:45,MGZ01/ENTRA/00005,Vendors,MGZ01/Stock,172,172,,172,OP_INTERMITJA,Hecho
2242,8,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-10-29 10:26:03,MGZ01/SURT/00005,MGZ01/Stock,Customers,57,,57,115,OP_INTERMITJA,Hecho
2243,9,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-10-29 10:28:59,MGZ01/SURT/00006,MGZ01/Stock,Customers,58,,58,57,OP_INTERMITJA,Hecho
2244,10,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-10-29 10:31:40,MGZ01/SURT/00007,MGZ01/Stock,Customers,57,,57,0,OP_INTERMITJA,Hecho
2245,11,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-05 09:29:42,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,179,179,,179,OP_INTERMITJA,Hecho
2246,12,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-05 09:33:39,MGZ01/SURT/00008,MGZ01/Stock,Customers,64,,64,115,OP_INTERMITJA,Hecho
2247,13,6734,ADG32 6734 LABOLAFIO SL,_AU0026_,2025-11-05 09:37:00,MGZ01/SURT/00009,MGZ01/Stock,Customers,59,,59,56,OP_INTERMITJA,Hecho
