A_CLAU_UNICA_HES,ID-TOTS,ID,A_EXPEDIENT_HES,A_EMPRESA_HES,A_PRODUCTE_HES,A_DATA_HES,A_REFERENCIA_HES,A_ORIGEN_HES,A_DESTI_HES,A_UNITATS_HES,A_IN_HES,A_OUT_HES,A_STOCK_HES,A_OPERACIO_HES,A_ESTAT_HES
6746_ED0002_,2537,92,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-11-26 09:29:59,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,117,117,,117,OP_INTERMITJA,Hecho
6746_ED0002_,2538,94,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-11-26 09:31:29,MGZ01/SURT/00018,MGZ01/Stock,Customers,27,,27,90,OP_INTERMITJA,Hecho
6746_ED0002_,2539,98,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-11-26 09:36:37,MGZ01/SURT/00019,MGZ01/Stock,Customers,40,,40,50,OP_INTERMITJA,Hecho
6746_ED0002_,2540,103,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-11-26 09:42:12,MGZ01/SURT/00020,MGZ01/Stock,Customers,50,,50,0,OP_INTERMITJA,Hecho
6746_ED0002_,2541,107,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-12-01 09:03:24,MGZ01/ENTRA/00019,Customers,MGZ01/Stock,27,27,,27,OP_INTERMITJA,Hecho
6746_ED0002_,2542,111,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-12-01 09:06:03,MGZ01/SURT/00025,MGZ01/Stock,Customers,27,,27,0,OP_INTERMITJA,Hecho
6746_ED0002_,2543,115,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-12-03 09:11:36,MGZ01/ENTRA/00020,Vendors,MGZ01/Stock,135,135,,135,OP_INTERMITJA,Hecho
6746_ED0002_,2544,119,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-12-03 09:15:14,MGZ01/SURT/00026,MGZ01/Stock,Customers,55,,55,80,OP_INTERMITJA,Hecho
6746_ED0002_,2545,123,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-12-03 09:16:33,MGZ01/SURT/00027,MGZ01/Stock,Customers,37,,37,43,OP_INTERMITJA,Hecho
6746_ED0002_,2546,127,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-12-03 09:18:50,MGZ01/SURT/00028,MGZ01/Stock,Customers,43,,43,0,OP_INTERMITJA,Hecho
6746_ED0002_,2547,133,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-12-10 09:09:01,MGZ01/ENTRA/00023,Vendors,MGZ01/Stock,132,132,,132,OP_INTERMITJA,Hecho
6746_ED0002_,2548,135,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-12-10 09:11:00,MGZ01/SURT/00029,MGZ01/Stock,Customers,50,,50,82,OP_INTERMITJA,Hecho
6746_ED0002_,2549,139,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-12-10 09:16:44,MGZ01/SURT/00030,MGZ01/Stock,Customers,35,,35,47,OP_INTERMITJA,Hecho
6746_ED0002_,2550,143,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-12-10 09:18:02,MGZ01/SURT/00031,MGZ01/Stock,Customers,47,,47,0,OP_INTERMITJA,Hecho
6746_ED0002_,2551,149,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-12-18 08:18:46,MGZ01/ENTRA/00025,Vendors,MGZ01/Stock,165,165,,165,OP_INTERMITJA,Hecho
6746_ED0002_,2552,151,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-12-18 08:23:51,MGZ01/SURT/00032,MGZ01/Stock,Customers,55,,55,110,OP_INTERMITJA,Hecho
6746_ED0002_,2553,155,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-12-18 08:25:28,MGZ01/SURT/00033,MGZ01/Stock,Customers,57,,57,53,OP_INTERMITJA,Hecho
6746_ED0002_,2554,159,6746,ADG32 6746 ELLADO SL,_ED0002_,2025-12-18 08:30:06,MGZ01/SURT/00036,MGZ01/Stock,Customers,48,,48,5,OP_FINAL,Hecho
6777_CAM101_,2555,3,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-10-17 09:44:34,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,34,34,,34,OP_INICIAL,Hecho
6777_CAM101_,2556,5,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-10-17 10:22:02,MGZ01/SURT/00001,MGZ01/Stock,Customers,34,,34,0,OP_INTERMITJA,Hecho
6777_CAM101_,2557,9,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-10-22 12:28:02,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,75,75,,75,OP_INTERMITJA,Hecho
6777_CAM101_,2558,13,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-10-22 12:50:17,MGZ01/SURT/00002,MGZ01/Stock,Customers,29,,29,46,OP_INTERMITJA,Hecho
6777_CAM101_,2559,20,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-10-22 13:05:20,MGZ01/SURT/00003,MGZ01/Stock,Customers,20,,20,26,OP_INTERMITJA,Hecho
6777_CAM101_,2560,23,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-10-22 18:28:18,MGZ01/SURT/00004,MGZ01/Stock,Customers,26,,26,0,OP_INTERMITJA,Hecho
6777_CAM101_,2561,25,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-10-29 09:27:46,MGZ01/ENTRA/00005,Vendors,MGZ01/Stock,86,86,,86,OP_INTERMITJA,Hecho
6777_CAM101_,2562,29,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-10-29 09:33:18,MGZ01/SURT/00005,MGZ01/Stock,Customers,32,,32,54,OP_INTERMITJA,Hecho
6777_CAM101_,2563,34,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-10-29 09:37:16,MGZ01/SURT/00006,MGZ01/Stock,Customers,26,,26,28,OP_INTERMITJA,Hecho
6777_CAM101_,2564,39,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-10-29 09:40:35,MGZ01/SURT/00007,MGZ01/Stock,Customers,28,,28,0,OP_INTERMITJA,Hecho
6777_CAM101_,2565,43,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-11-05 09:19:53,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,75,75,,75,OP_INTERMITJA,Hecho
6777_CAM101_,2566,45,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-11-05 09:21:39,MGZ01/SURT/00008,MGZ01/Stock,Customers,33,,33,42,OP_INTERMITJA,Hecho
6777_CAM101_,2567,52,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-11-05 09:24:33,MGZ01/SURT/00009,MGZ01/Stock,Customers,21,,21,21,OP_INTERMITJA,Hecho
6777_CAM101_,2568,55,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-11-05 09:26:11,MGZ01/SURT/00010,MGZ01/Stock,Customers,21,,21,0,OP_INTERMITJA,Hecho
6777_CAM101_,2569,57,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-11-12 09:02:24,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,91,91,,91,OP_INTERMITJA,Hecho
6777_CAM101_,2570,63,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-11-12 09:06:16,MGZ01/SURT/00011,MGZ01/Stock,Customers,22,,22,69,OP_INTERMITJA,Hecho
6777_CAM101_,2571,67,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-11-12 09:23:10,MGZ01/SURT/00012,MGZ01/Stock,Customers,38,,38,31,OP_INTERMITJA,Hecho
6777_CAM101_,2572,71,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-11-12 09:25:50,MGZ01/SURT/00013,MGZ01/Stock,Customers,31,,31,0,OP_INTERMITJA,Hecho
6777_CAM101_,2573,73,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-11-19 09:41:47,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,89,89,,89,OP_INTERMITJA,Hecho
6777_CAM101_,2574,75,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-11-19 10:11:57,MGZ01/SURT/00014,MGZ01/Stock,Customers,30,,30,59,OP_INTERMITJA,Hecho
6777_CAM101_,2575,84,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-11-19 10:14:17,MGZ01/SURT/00015,MGZ01/Stock,Customers,31,,31,28,OP_INTERMITJA,Hecho
6777_CAM101_,2576,85,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-11-19 10:16:10,MGZ01/SURT/00016,MGZ01/Stock,Customers,28,,28,0,OP_INTERMITJA,Hecho
6777_CAM101_,2577,89,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-11-26 09:36:56,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,80,80,,80,OP_INTERMITJA,Hecho
6777_CAM101_,2578,92,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-11-26 09:38:35,MGZ01/SURT/00017,MGZ01/Stock,Customers,22,,22,58,OP_INTERMITJA,Hecho
6777_CAM101_,2579,99,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-11-26 09:40:49,MGZ01/SURT/00018,MGZ01/Stock,Customers,25,,25,33,OP_INTERMITJA,Hecho
6777_CAM101_,2580,104,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-11-26 09:42:48,MGZ01/SURT/00019,MGZ01/Stock,Customers,33,,33,0,OP_INTERMITJA,Hecho
6777_CAM101_,2581,105,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-12-03 09:09:00,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,96,96,,96,OP_INTERMITJA,Hecho
6777_CAM101_,2582,112,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-12-03 09:13:00,MGZ01/SURT/00020,MGZ01/Stock,Customers,32,,32,64,OP_INTERMITJA,Hecho
6777_CAM101_,2583,114,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-12-03 09:15:23,MGZ01/SURT/00021,MGZ01/Stock,Customers,25,,25,39,OP_INTERMITJA,Hecho
6777_CAM101_,2584,119,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-12-03 09:17:51,MGZ01/SURT/00022,MGZ01/Stock,Customers,39,,39,0,OP_INTERMITJA,Hecho
6777_CAM101_,2585,121,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-12-10 09:11:03,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,84,84,,84,OP_INTERMITJA,Hecho
6777_CAM101_,2586,127,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-12-10 09:14:02,MGZ01/SURT/00023,MGZ01/Stock,Customers,34,,34,50,OP_INTERMITJA,Hecho
6777_CAM101_,2587,132,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-12-10 09:15:59,MGZ01/SURT/00024,MGZ01/Stock,Customers,28,,28,22,OP_INTERMITJA,Hecho
6777_CAM101_,2588,135,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-12-10 09:17:59,MGZ01/SURT/00025,MGZ01/Stock,Customers,22,,22,0,OP_INTERMITJA,Hecho
6777_CAM101_,2589,138,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-12-18 08:27:25,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,75,75,,75,OP_INTERMITJA,Hecho
6777_CAM101_,2590,141,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-12-18 08:29:52,MGZ01/SURT/00026,MGZ01/Stock,Customers,23,,23,52,OP_INTERMITJA,Hecho
6777_CAM101_,2591,147,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-12-18 08:30:56,MGZ01/SURT/00027,MGZ01/Stock,Customers,21,,21,31,OP_INTERMITJA,Hecho
6777_CAM101_,2592,149,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-12-18 08:31:50,MGZ01/SURT/00028,MGZ01/Stock,Customers,31,,31,0,OP_INTERMITJA,Hecho
6777_CAM101_,2593,155,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-12-19 08:49:20,MGZ01/ENTRA/00029,Vendors,MGZ01/Stock,23,23,,23,OP_INTERMITJA,Hecho
6777_CAM101_,2594,157,6777,ADG32 6777 JGARCIA SL,_CAM101_,2025-12-19 08:50:57,MGZ01/SURT/00029,MGZ01/Stock,Customers,23,,23,0,OP_FINAL,Hecho
6777_DAV101_,2595,1,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-10-17 09:41:06,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,38,38,,38,OP_INICIAL,Hecho
6777_DAV101_,2596,7,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-10-17 10:22:02,MGZ01/SURT/00001,MGZ01/Stock,Customers,38,,38,0,OP_INTERMITJA,Hecho
6777_DAV101_,2597,11,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-10-22 12:40:06,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,81,81,,81,OP_INTERMITJA,Hecho
6777_DAV101_,2598,15,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-10-22 12:50:17,MGZ01/SURT/00002,MGZ01/Stock,Customers,30,,30,51,OP_INTERMITJA,Hecho
6777_DAV101_,2599,19,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-10-22 13:05:20,MGZ01/SURT/00003,MGZ01/Stock,Customers,23,,23,28,OP_INTERMITJA,Hecho
6777_DAV101_,2600,22,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-10-22 18:28:18,MGZ01/SURT/00004,MGZ01/Stock,Customers,28,,28,0,OP_INTERMITJA,Hecho
6777_DAV101_,2601,27,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-10-29 09:29:18,MGZ01/ENTRA/00006,Vendors,MGZ01/Stock,88,88,,88,OP_INTERMITJA,Hecho
6777_DAV101_,2602,30,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-10-29 09:33:18,MGZ01/SURT/00005,MGZ01/Stock,Customers,36,,36,52,OP_INTERMITJA,Hecho
6777_DAV101_,2603,36,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-10-29 09:37:16,MGZ01/SURT/00006,MGZ01/Stock,Customers,19,,19,33,OP_INTERMITJA,Hecho
6777_DAV101_,2604,40,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-10-29 09:40:35,MGZ01/SURT/00007,MGZ01/Stock,Customers,33,,33,0,OP_INTERMITJA,Hecho
6777_DAV101_,2605,41,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-11-05 09:18:41,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,94,94,,94,OP_INTERMITJA,Hecho
6777_DAV101_,2606,47,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-11-05 09:21:39,MGZ01/SURT/00008,MGZ01/Stock,Customers,34,,34,60,OP_INTERMITJA,Hecho
6777_DAV101_,2607,50,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-11-05 09:24:33,MGZ01/SURT/00009,MGZ01/Stock,Customers,30,,30,30,OP_INTERMITJA,Hecho
6777_DAV101_,2608,56,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-11-05 09:26:11,MGZ01/SURT/00010,MGZ01/Stock,Customers,30,,30,0,OP_INTERMITJA,Hecho
6777_DAV101_,2609,59,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-11-12 09:03:52,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,88,88,,88,OP_INTERMITJA,Hecho
6777_DAV101_,2610,61,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-11-12 09:06:16,MGZ01/SURT/00011,MGZ01/Stock,Customers,28,,28,60,OP_INTERMITJA,Hecho
6777_DAV101_,2611,68,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-11-12 09:23:10,MGZ01/SURT/00012,MGZ01/Stock,Customers,35,,35,25,OP_INTERMITJA,Hecho
6777_DAV101_,2612,72,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-11-12 09:25:50,MGZ01/SURT/00013,MGZ01/Stock,Customers,25,,25,0,OP_INTERMITJA,Hecho
6777_DAV101_,2613,78,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-11-19 09:53:05,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,90,90,,90,OP_INTERMITJA,Hecho
6777_DAV101_,2614,80,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-11-19 10:11:57,MGZ01/SURT/00014,MGZ01/Stock,Customers,36,,36,54,OP_INTERMITJA,Hecho
6777_DAV101_,2615,81,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-11-19 10:14:17,MGZ01/SURT/00015,MGZ01/Stock,Customers,27,,27,27,OP_INTERMITJA,Hecho
6777_DAV101_,2616,87,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-11-19 10:16:10,MGZ01/SURT/00016,MGZ01/Stock,Customers,27,,27,0,OP_INTERMITJA,Hecho
6777_DAV101_,2617,94,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-11-26 09:38:08,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,106,106,,106,OP_INTERMITJA,Hecho
6777_DAV101_,2618,95,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-11-26 09:38:35,MGZ01/SURT/00017,MGZ01/Stock,Customers,35,,35,71,OP_INTERMITJA,Hecho
6777_DAV101_,2619,97,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-11-26 09:40:49,MGZ01/SURT/00018,MGZ01/Stock,Customers,33,,33,38,OP_INTERMITJA,Hecho
6777_DAV101_,2620,103,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-11-26 09:42:48,MGZ01/SURT/00019,MGZ01/Stock,Customers,38,,38,0,OP_INTERMITJA,Hecho
6777_DAV101_,2621,107,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-12-03 09:10:35,MGZ01/ENTRA/00016,Vendors,MGZ01/Stock,86,86,,86,OP_INTERMITJA,Hecho
6777_DAV101_,2622,110,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-12-03 09:13:00,MGZ01/SURT/00020,MGZ01/Stock,Customers,23,,23,63,OP_INTERMITJA,Hecho
6777_DAV101_,2623,113,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-12-03 09:15:23,MGZ01/SURT/00021,MGZ01/Stock,Customers,35,,35,28,OP_INTERMITJA,Hecho
6777_DAV101_,2624,120,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-12-03 09:17:51,MGZ01/SURT/00022,MGZ01/Stock,Customers,28,,28,0,OP_INTERMITJA,Hecho
6777_DAV101_,2625,123,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-12-10 09:12:27,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,76,76,,76,OP_INTERMITJA,Hecho
6777_DAV101_,2626,125,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-12-10 09:14:02,MGZ01/SURT/00023,MGZ01/Stock,Customers,21,,21,55,OP_INTERMITJA,Hecho
6777_DAV101_,2627,131,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-12-10 09:15:59,MGZ01/SURT/00024,MGZ01/Stock,Customers,25,,25,30,OP_INTERMITJA,Hecho
6777_DAV101_,2628,133,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-12-10 09:17:59,MGZ01/SURT/00025,MGZ01/Stock,Customers,30,,30,0,OP_INTERMITJA,Hecho
6777_DAV101_,2629,142,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-12-18 08:28:30,MGZ01/ENTRA/00020,Vendors,MGZ01/Stock,91,91,,91,OP_INTERMITJA,Hecho
6777_DAV101_,2630,144,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-12-18 08:29:52,MGZ01/SURT/00026,MGZ01/Stock,Customers,38,,38,53,OP_INTERMITJA,Hecho
6777_DAV101_,2631,146,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-12-18 08:30:56,MGZ01/SURT/00027,MGZ01/Stock,Customers,26,,26,27,OP_INTERMITJA,Hecho
6777_DAV101_,2632,151,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-12-18 08:31:50,MGZ01/SURT/00028,MGZ01/Stock,Customers,27,,27,0,OP_INTERMITJA,Hecho
6777_DAV101_,2633,158,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-12-19 08:50:22,MGZ01/ENTRA/00030,Vendors,MGZ01/Stock,38,38,,38,OP_INTERMITJA,Hecho
6777_DAV101_,2634,160,6777,ADG32 6777 JGARCIA SL,_DAV101_,2025-12-19 08:50:57,MGZ01/SURT/00029,MGZ01/Stock,Customers,38,,38,0,OP_FINAL,Hecho
6777_PAN101_,2635,2,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-10-17 09:41:06,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,31,31,,31,OP_INICIAL,Hecho
6777_PAN101_,2636,8,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-10-17 10:22:02,MGZ01/SURT/00001,MGZ01/Stock,Customers,31,,31,0,OP_INTERMITJA,Hecho
6777_PAN101_,2637,12,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-10-22 12:40:06,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,87,87,,87,OP_INTERMITJA,Hecho
6777_PAN101_,2638,16,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-10-22 12:50:17,MGZ01/SURT/00002,MGZ01/Stock,Customers,33,,33,54,OP_INTERMITJA,Hecho
6777_PAN101_,2639,18,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-10-22 13:05:20,MGZ01/SURT/00003,MGZ01/Stock,Customers,29,,29,25,OP_INTERMITJA,Hecho
6777_PAN101_,2640,21,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-10-22 18:28:18,MGZ01/SURT/00004,MGZ01/Stock,Customers,25,,25,0,OP_INTERMITJA,Hecho
6777_PAN101_,2641,28,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-10-29 09:29:18,MGZ01/ENTRA/00006,Vendors,MGZ01/Stock,102,102,,102,OP_INTERMITJA,Hecho
6777_PAN101_,2642,31,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-10-29 09:33:18,MGZ01/SURT/00005,MGZ01/Stock,Customers,36,,36,66,OP_INTERMITJA,Hecho
6777_PAN101_,2643,33,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-10-29 09:37:16,MGZ01/SURT/00006,MGZ01/Stock,Customers,30,,30,36,OP_INTERMITJA,Hecho
6777_PAN101_,2644,37,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-10-29 09:40:35,MGZ01/SURT/00007,MGZ01/Stock,Customers,36,,36,0,OP_INTERMITJA,Hecho
6777_PAN101_,2645,42,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-11-05 09:18:41,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,82,82,,82,OP_INTERMITJA,Hecho
6777_PAN101_,2646,46,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-11-05 09:21:39,MGZ01/SURT/00008,MGZ01/Stock,Customers,38,,38,44,OP_INTERMITJA,Hecho
6777_PAN101_,2647,49,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-11-05 09:24:33,MGZ01/SURT/00009,MGZ01/Stock,Customers,19,,19,25,OP_INTERMITJA,Hecho
6777_PAN101_,2648,53,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-11-05 09:26:11,MGZ01/SURT/00010,MGZ01/Stock,Customers,25,,25,0,OP_INTERMITJA,Hecho
6777_PAN101_,2649,60,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-11-12 09:03:52,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,82,82,,82,OP_INTERMITJA,Hecho
6777_PAN101_,2650,62,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-11-12 09:06:16,MGZ01/SURT/00011,MGZ01/Stock,Customers,26,,26,56,OP_INTERMITJA,Hecho
6777_PAN101_,2651,65,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-11-12 09:23:10,MGZ01/SURT/00012,MGZ01/Stock,Customers,32,,32,24,OP_INTERMITJA,Hecho
6777_PAN101_,2652,70,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-11-12 09:25:50,MGZ01/SURT/00013,MGZ01/Stock,Customers,24,,24,0,OP_INTERMITJA,Hecho
6777_PAN101_,2653,77,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-11-19 09:53:05,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,95,95,,95,OP_INTERMITJA,Hecho
6777_PAN101_,2654,79,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-11-19 10:11:57,MGZ01/SURT/00014,MGZ01/Stock,Customers,33,,33,62,OP_INTERMITJA,Hecho
6777_PAN101_,2655,82,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-11-19 10:14:17,MGZ01/SURT/00015,MGZ01/Stock,Customers,35,,35,27,OP_INTERMITJA,Hecho
6777_PAN101_,2656,86,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-11-19 10:16:10,MGZ01/SURT/00016,MGZ01/Stock,Customers,27,,27,0,OP_INTERMITJA,Hecho
6777_PAN101_,2657,93,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-11-26 09:38:08,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,82,82,,82,OP_INTERMITJA,Hecho
6777_PAN101_,2658,96,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-11-26 09:38:35,MGZ01/SURT/00017,MGZ01/Stock,Customers,25,,25,57,OP_INTERMITJA,Hecho
6777_PAN101_,2659,100,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-11-26 09:40:49,MGZ01/SURT/00018,MGZ01/Stock,Customers,19,,19,38,OP_INTERMITJA,Hecho
6777_PAN101_,2660,102,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-11-26 09:42:48,MGZ01/SURT/00019,MGZ01/Stock,Customers,37,,37,1,OP_INTERMITJA,Hecho
6777_PAN101_,2661,108,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-12-03 09:10:35,MGZ01/ENTRA/00016,Vendors,MGZ01/Stock,73,73,,74,OP_INTERMITJA,Hecho
6777_PAN101_,2662,109,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-12-03 09:13:00,MGZ01/SURT/00020,MGZ01/Stock,Customers,29,,29,45,OP_INTERMITJA,Hecho
6777_PAN101_,2663,115,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-12-03 09:15:23,MGZ01/SURT/00021,MGZ01/Stock,Customers,14,,14,31,OP_INTERMITJA,Hecho
6777_PAN101_,2664,118,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-12-03 09:17:51,MGZ01/SURT/00022,MGZ01/Stock,Customers,30,,30,1,OP_INTERMITJA,Hecho
6777_PAN101_,2665,124,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-12-10 09:12:27,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,86,86,,87,OP_INTERMITJA,Hecho
6777_PAN101_,2666,128,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-12-10 09:14:02,MGZ01/SURT/00023,MGZ01/Stock,Customers,35,,35,52,OP_INTERMITJA,Hecho
6777_PAN101_,2667,130,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-12-10 09:15:59,MGZ01/SURT/00024,MGZ01/Stock,Customers,23,,23,29,OP_INTERMITJA,Hecho
6777_PAN101_,2668,136,6777,ADG32 6777 JGARCIA SL,_PAN101_,2025-12-10 09:17:59,MGZ01/SURT/00025,MGZ01/Stock,Customers,28,,28,1,OP_INTERMITJA,Hecho
